X,Y,Rainfall
830607,814883,131
831226,815748,124.5
831790,813592,132
832306,816024,128
834419,812672,158.5
836209,814939,154
837298,815215,147
837130,813918,147
838742,816479,142.5
832977,815184,139.5
833301,815740,130
842086,813774,83.5
840267,808547,109
833767,814303,158
834950,814765,147
840253,815878,129.5
841655,815228,91
833516,811763,153.5
838069,811197,124.5
834934,811542,133
835927,812499,161.5
833447,816657,122.5
840826,811961,101.5
843747,810697,88
844036,814088,86.5
836346,819525,108
836480,822656,91
841188,819957,124.5
841237,821549,112.5
842912,817594,119.5
834530,822371,130.5
838661,823562,95
842255,818602,130.5
838209,821503,98
832392,820905,144
835336,824813,131.5
838019,827550,80.5
831354,826091,112
831444,822913,133
832596,839416,42
832387,824958,135
814598,828219,75.5
843344,822264,123.5
839925,830675,71
824255,825495,143.5
827699,821980,136
820220,834088,60
830856,830180,120
845889,827047,118.5
845360,819890,144.5
811397,815539,208
817992,814038,210.5
805560,811362,203
849044,816943,92.5
811431,813837,233
811987,810236,245.5
817864,819365,155
821182,821563,140
821936,816232,171
820958,807601,170.5
831596,807431,152
811005,831653,53.5
815827,830636,67
846409,817465,87
820392,825596,91
821645,829722,59
823229,837363,45
830245,842003,35.5
833331,835601,82
829768,832255,80
828849,829689,119
828954,826520,137
828714,824832,129
832828,827280,120
836677,832233,85.5
837167,825730,87.5
840187,826944,98
842933,831863,82
839249,835337,78.5
843039,840715,60
844657,831931,107.5
848830,828393,114.5
812303,825370,100.5
844960,826228,126
820783,806952,147.5
862130,845236,56
809996,818959,129.4
835992,818106,114
844379,819647,122.5
849129,844079,44.5
835848,819213,95.5
816376,836612,29
842507,837309,61.5
818989,816953,149
844324,807865,112
847605,818730,54.5
840022,816911,123.5
819270,838546,28.5
835735,834019,64
839758,844196,30
852003,830428,85
823527,834511,42.5
826332,841342,26
842651,837641,49.5
826779,832970,65
839679,829246,67.5
808447,816935,139.5
855177,836887,51.5
840483,824297,82.5
834193,843210,33.5
830865,830144,99
851325,829287,89.5
849306,804857,90.5
