X,Y,Rainfall
830607,814883,72
831226,815748,96.5
832306,816024,111.5
834419,812672,149.5
836209,814939,139
837298,815215,123.5
837130,813918,161
838742,816479,199.5
832977,815184,117
833301,815740,119.5
842086,813774,268.5
840267,808547,266.5
833767,814303,143
834950,814765,151.5
840253,815878,233.5
841655,815228,242
833516,811763,134.5
838069,811197,246.5
836346,819525,133.5
836480,822656,127
841188,819957,127.5
841237,821549,140.5
842912,817594,223.5
834530,822371,110.5
838661,823562,126.5
842255,818602,184
835336,824813,120.5
838019,827550,133
831354,826091,82.5
831444,822913,90.5
832596,839416,59
832387,824958,109.5
814598,828219,44.5
843344,822264,180
839925,830675,132.5
824255,825495,66.5
827699,821980,70
820220,834088,33.5
852916,826527,156.5
830856,830180,123
845889,827047,141.5
845360,819890,205.5
811397,815539,78
817992,814038,106
820783,806952,96.5
809996,818959,45.3
835992,818106,118.8
844379,819647,165
849129,844079,92
835848,819213,118
816376,836612,22
842507,837309,99.5
818989,816953,99.5
847605,818730,166
840022,816911,157
809814,826689,40
835735,834019,128
839758,844196,83
823527,834511,28
826332,841342,27
842651,837641,77.5
839679,829246,122.5
808447,816935,46.5
855177,836887,77
834193,843210,47
851325,829287,153
