X,Y,Rainfall
830607,814883,264.5
831226,815748,260.5
831790,813592,219.5
832306,816024,234
834419,812672,166.5
836209,814939,139.5
837298,815215,80
837130,813918,119.5
838742,816479,93
832977,815184,189.5
833301,815740,228.5
842086,813774,35.5
840267,808547,64
833767,814303,199.5
834950,814765,163
840253,815878,56
841655,815228,52
833516,811763,174
834934,811542,133.5
835927,812499,130
833447,816657,201
840826,811961,57
843747,810697,45.5
844036,814088,28.5
836346,819525,164
836480,822656,132
841188,819957,64.5
841237,821549,92
834530,822371,170
838661,823562,171.5
842255,818602,41
838209,821503,164.5
832392,820905,195.5
835336,824813,141
838019,827550,146
831354,826091,139
831444,822913,169.5
832596,839416,73.5
832387,824958,134
814598,828219,77.5
843344,822264,51.5
839925,830675,123.5
824255,825495,140
827699,821980,173.5
820220,834088,62
852916,826527,78
830856,830180,152
845360,819890,39.5
811397,815539,96
817992,814038,196.5
805560,811362,102
849044,816943,41
811431,813837,118.5
811987,810236,158.5
821182,821563,123.5
821936,816232,224.5
820958,807601,318.5
831596,807431,248.5
811005,831653,71
815827,830636,63
846409,817465,44
820392,825596,83.5
821645,829722,105
823229,837363,70
830245,842003,67.5
833331,835601,132.5
829768,832255,120.5
828849,829689,166
828954,826520,157
828714,824832,164.5
832828,827280,123
836677,832233,81.5
837167,825730,142
840187,826944,153
842933,831863,96.5
839249,835337,100.5
843039,840715,73.5
844657,831931,98.5
848830,828393,48.5
812303,825370,75.5
844960,826228,65.5
844117,802763,98.5
804276,812600,92.5
828872,839303,78
820783,806952,260.5
829297,823224,150
809996,818959,73.8
835992,818106,152.9
836961,814640,116.5
844379,819647,32
849129,844079,58
830495,832602,94
835848,819213,175.2
850236,825687,47.5
829229,809714,203
816376,836612,62
842507,837309,107
808904,813003,82
818989,816953,160
844324,807865,53.5
847605,818730,33
840022,816911,58.5
809814,826689,60
819270,838546,62.5
839758,844196,72
852003,830428,82.5
823527,834511,78
826332,841342,48
842651,837641,106
840021,818970,62.5
826779,832970,99.5
839679,829246,134.5
842372,815871,31
808447,816935,59
829500,840255,78
832150,821861,165
855177,836887,67
834193,843210,57
830865,830144,131.5
814367,827412,69
829155,827155,93
851325,829287,65.5
834013,813932,158
818980,836365,58
