X,Y,Rainfall
830607,814883,57.5
831226,815748,52
831790,813592,60.5
834419,812672,61
836209,814939,54.5
837298,815215,31
837130,813918,57.5
838742,816479,49.5
832977,815184,65
833301,815740,70.5
842086,813774,42.5
840267,808547,66
833767,814303,70.5
834950,814765,62.5
840253,815878,46.5
841655,815228,45.5
833516,811763,63
838069,811197,65.5
834934,811542,67
835927,812499,62
833447,816657,59.5
840826,811961,74.5
843747,810697,87.5
844036,814088,34
841188,819957,11
841237,821549,65.5
842912,817594,40.5
834530,822371,91
838661,823562,72.5
842255,818602,44.5
832392,820905,80.5
835336,824813,89
838019,827550,63
831354,826091,99
831444,822913,98.5
832596,839416,59
832387,824958,100
814598,828219,149
843344,822264,51.5
839925,830675,64
827699,821980,107.5
820220,834088,77
852916,826527,39
830856,830180,88.5
845889,827047,72.5
845360,819890,57
811397,815539,205.5
817992,814038,175.5
805560,811362,216.5
849044,816943,42
811431,813837,262.5
811987,810236,237.5
817864,819365,167.5
821936,816232,117
820958,807601,104.5
831596,807431,83
811005,831653,145.5
815827,830636,125.5
846409,817465,47
820392,825596,104
821645,829722,86
823229,837363,53
830245,842003,58.5
833331,835601,70.5
829768,832255,63.5
828849,829689,90
828954,826520,82
828714,824832,92
832828,827280,98.5
836677,832233,71.5
840187,826944,64
842933,831863,58.5
839249,835337,67.5
843039,840715,79
844657,831931,67
848830,828393,52
812303,825370,198.5
844960,826228,80
820783,806952,81.5
829297,823224,81.5
862130,845236,63.5
829665,816236,68.5
809996,818959,163.3
835992,818106,47.6
836961,814640,50
844379,819647,48.5
835848,819213,60.5
850236,825687,32.5
816376,836612,110
822503,816916,94
842507,837309,79
808904,813003,215
818989,816953,152.5
844324,807865,88
847605,818730,57
840022,816911,40.5
809814,826689,177
819270,838546,86
835735,834019,76.5
839758,844196,61.5
852003,830428,45.5
823527,834511,50
826332,841342,40.5
842651,837641,59.5
840021,818970,42
826779,832970,43.5
839679,829246,53.5
842372,815871,38
808447,816935,146.5
829500,840255,43
832150,821861,90.5
855177,836887,35
840483,824297,75.5
834193,843210,51
830865,830144,84.5
814367,827412,135
829155,827155,76.5
851325,829287,36
834013,813932,62
849306,804857,97
818980,836365,82.5
