X,Y,Rainfall
830607,814883,72
831226,815748,134
831790,813592,92.5
832306,816024,175.5
834419,812672,139.5
836209,814939,179.5
837298,815215,173
837130,813918,175.5
838742,816479,174.5
832977,815184,175.5
833301,815740,183.5
842086,813774,135.5
840267,808547,119.5
833767,814303,172
834950,814765,178.5
840253,815878,194.5
841655,815228,175
833516,811763,123.5
838069,811197,132.5
834934,811542,100
833447,816657,179
840826,811961,160
843747,810697,136.5
844036,814088,166.5
836346,819525,158.5
836480,822656,148.5
841237,821549,164.5
842912,817594,150.5
834530,822371,154.5
838661,823562,157.5
842255,818602,157.5
838209,821503,146.5
832392,820905,145
835336,824813,194
838019,827550,147
831354,826091,160.5
831444,822913,155.5
832596,839416,140
832387,824958,173.5
814598,828219,183
843344,822264,191.5
839925,830675,144
824255,825495,115.5
827699,821980,131
820220,834088,147.5
852916,826527,145.5
830856,830180,221
845889,827047,162.5
845360,819890,152
811397,815539,286
817992,814038,137.5
849044,816943,133.5
811431,813837,301
811987,810236,219.5
817864,819365,157.5
821182,821563,95.5
821936,816232,59.5
820958,807601,115.5
831596,807431,126.5
811005,831653,160
846409,817465,135
821645,829722,160
823229,837363,152
830245,842003,128.5
833331,835601,180.5
829768,832255,178
828849,829689,192
828954,826520,155.5
828714,824832,144
832828,827280,200
836677,832233,167.5
837167,825730,169
840187,826944,166
842933,831863,141.5
839249,835337,143.5
843039,840715,174.5
844657,831931,209
848830,828393,143
812303,825370,175
844960,826228,198
820783,806952,105.5
862130,845236,107
809996,818959,178.5
835992,818106,146.4
844379,819647,140.5
849129,844079,150.5
835848,819213,138
816376,836612,123.5
842507,837309,132
818989,816953,134
844324,807865,108
847605,818730,53
840022,816911,171.5
809814,826689,139.5
819270,838546,99.5
835735,834019,145
839758,844196,115
823527,834511,103
826332,841342,86.5
842651,837641,115
826779,832970,114
839679,829246,134.5
808447,816935,193.5
855177,836887,117.5
840483,824297,164.5
834193,843210,122
830865,830144,230
851325,829287,121.5
849306,804857,50
