X,Y,Rainfall
831226,815748,145.5
831790,813592,143.5
832306,816024,157
834419,812672,139
836209,814939,159.5
837298,815215,160.5
837130,813918,170
838742,816479,160.5
832977,815184,153.5
833301,815740,172
842086,813774,126
840267,808547,112.5
833767,814303,152
834950,814765,166
840253,815878,146
841655,815228,115.5
833516,811763,135
838069,811197,150.5
834934,811542,123.5
835927,812499,125
833447,816657,151.5
840826,811961,140.5
843747,810697,101.5
844036,814088,111.5
836346,819525,147
836480,822656,141
841188,819957,135
841237,821549,132.5
842912,817594,140.5
834530,822371,137
838661,823562,132.5
842255,818602,132.5
838209,821503,127.5
832392,820905,148
835336,824813,163.5
838019,827550,152.5
831354,826091,140.5
831444,822913,157.5
832596,839416,183
832387,824958,157.5
814598,828219,166.5
843344,822264,143.5
839925,830675,164.5
824255,825495,135.5
827699,821980,132
820220,834088,130
852916,826527,111
830856,830180,221
845889,827047,105.5
845360,819890,135
811397,815539,159
817992,814038,95.5
805560,811362,119
849044,816943,98.5
811431,813837,172
811987,810236,134.5
817864,819365,161
821182,821563,146.5
821936,816232,98
820958,807601,81.5
831596,807431,111
811005,831653,143
815827,830636,144
846409,817465,116
820392,825596,153
821645,829722,131
830245,842003,194.5
833331,835601,212
829768,832255,215.5
828849,829689,173
828954,826520,154.5
828714,824832,125.5
832828,827280,186
836677,832233,204.5
837167,825730,147.5
840187,826944,177
842933,831863,205
839249,835337,181.5
843039,840715,124.5
844657,831931,159.5
848830,828393,122.5
812303,825370,137
844960,826228,130.5
820783,806952,50.5
829297,823224,82
862130,845236,126
809996,818959,121.7
835992,818106,132.2
844379,819647,111.5
849129,844079,96.5
835848,819213,125
816376,836612,106.5
842507,837309,98.5
818989,816953,113
844324,807865,96
847605,818730,93
840022,816911,131
809814,826689,114
819270,838546,119
835735,834019,149.5
839758,844196,142
852003,830428,112
823527,834511,105.5
826332,841342,154
842651,837641,81.5
826779,832970,124.5
839679,829246,152.5
808447,816935,102.5
855177,836887,110.5
840483,824297,139.5
834193,843210,153
830865,830144,160
851325,829287,114
