X,Y,Rainfall
830607,814883,108
831226,815748,112
831790,813592,88
832306,816024,92
834419,812672,102
836209,814939,98
837298,815215,90
837130,813918,100.5
838742,816479,123.5
832977,815184,99
842086,813774,106
840267,808547,132
833767,814303,94.5
834950,814765,96
840253,815878,92
841655,815228,111
833516,811763,93
838069,811197,128.5
836346,819525,80.5
836480,822656,84
841188,819957,113
841237,821549,110.5
842912,817594,112
834530,822371,106
838661,823562,89
842255,818602,121
835336,824813,94.5
838019,827550,112.5
831354,826091,107.5
831444,822913,119.5
832596,839416,51.5
832387,824958,117.5
814598,828219,98.5
843344,822264,94
839925,830675,96
824255,825495,96.5
827699,821980,121.5
820220,834088,82.5
852916,826527,84
830856,830180,83
845889,827047,83
845360,819890,90.5
811397,815539,209
817992,814038,153
820783,806952,143
862130,845236,26
809996,818959,166.4
835992,818106,81.1
844379,819647,92
849129,844079,68
835848,819213,87
816376,836612,66
842507,837309,78.5
818989,816953,155.5
844324,807865,93.5
847605,818730,79.5
809814,826689,117.5
819270,838546,48.5
835735,834019,78
839758,844196,46
852003,830428,66
839679,829246,93.5
808447,816935,163
855177,836887,80.5
840483,824297,102
834193,843210,36
830865,830144,73.5
849306,804857,55.5
