X,Y,Rainfall
831226,815748,138.5
832306,816024,161.5
834419,812672,118.5
836209,814939,133
837298,815215,124
837130,813918,122.5
838742,816479,140
833301,815740,171
842086,813774,249
840267,808547,279
833767,814303,147
834950,814765,134.5
840253,815878,154
841655,815228,188.5
833516,811763,113.5
838069,811197,128.5
834934,811542,115
835927,812499,116
833447,816657,178
840826,811961,205.5
843747,810697,359.5
844036,814088,239
836346,819525,178
836480,822656,136.5
841188,819957,166.5
841237,821549,172
842912,817594,189
834530,822371,127.5
838661,823562,149.5
842255,818602,186.5
838209,821503,179
832392,820905,124.5
838019,827550,134.5
831354,826091,120.5
831444,822913,121.5
832596,839416,239
832387,824958,118.5
814598,828219,215
843344,822264,157
839925,830675,128.5
824255,825495,170
827699,821980,104
820220,834088,198.5
852916,826527,131.5
830856,830180,195
845889,827047,205
845360,819890,205
811397,815539,231.5
817992,814038,129.5
805560,811362,236.5
811987,810236,159
817864,819365,171
821182,821563,127
821936,816232,119.5
820958,807601,168
831596,807431,190
811005,831653,173
815827,830636,194.5
846409,817465,242.5
820392,825596,241.5
821645,829722,240.5
823229,837363,212
830245,842003,192.5
833331,835601,215.5
829768,832255,221.5
828849,829689,200
828954,826520,173.5
828714,824832,135
832828,827280,132
836677,832233,178.5
837167,825730,136
840187,826944,124
842933,831863,124.5
839249,835337,205
843039,840715,214
844657,831931,162.5
848830,828393,143
812303,825370,221
844960,826228,190.5
820783,806952,152.5
829297,823224,97
809996,818959,241.8
835992,818106,155.3
844379,819647,182
835848,819213,148
816376,836612,140
818989,816953,106
844324,807865,320
847605,818730,136.5
809814,826689,182.5
819270,838546,143
835735,834019,164.5
839758,844196,205
852003,830428,124.5
823527,834511,194.5
826332,841342,165.5
842651,837641,126.5
826779,832970,216.5
839679,829246,112
808447,816935,290
840483,824297,149.5
834193,843210,189
830865,830144,181.5
