X,Y,Rainfall
830607,814883,31
831226,815748,29.5
831790,813592,35
832306,816024,27.5
834419,812672,39.5
836209,814939,26
837298,815215,15
837130,813918,31
838742,816479,22.5
832977,815184,30
833301,815740,29.5
842086,813774,24.5
840267,808547,37
833767,814303,32.5
834950,814765,29.5
840253,815878,21
841655,815228,23
833516,811763,35.5
838069,811197,43
834934,811542,31.5
835927,812499,31.5
833447,816657,25.5
840826,811961,36.5
843747,810697,42.5
844036,814088,23.5
836346,819525,25.5
836480,822656,24
841188,819957,20
841237,821549,20.5
842912,817594,19
834530,822371,24
838661,823562,29
842255,818602,20
838209,821503,18.5
832392,820905,22.5
835336,824813,27
838019,827550,96.5
831354,826091,36
831444,822913,24
832596,839416,33.5
832387,824958,32.5
814598,828219,48
843344,822264,23
839925,830675,127.5
824255,825495,32.5
827699,821980,30
820220,834088,42.5
852916,826527,258.5
830856,830180,42.5
845889,827047,229.5
845360,819890,19
811397,815539,49
817992,814038,34
805560,811362,136
849044,816943,22
811431,813837,69
811987,810236,95.5
817864,819365,49.5
821182,821563,46.5
821936,816232,31
820958,807601,73
831596,807431,60.5
811005,831653,35.5
815827,830636,48.5
846409,817465,18.5
820392,825596,38.5
821645,829722,51.5
823229,837363,24
830245,842003,33.5
833331,835601,32.5
829768,832255,62
828849,829689,47.5
828954,826520,38.5
828714,824832,30
832828,827280,29
836677,832233,64.5
837167,825730,26.5
840187,826944,132.5
842933,831863,56
839249,835337,48
843039,840715,47
844657,831931,66.5
848830,828393,213.5
812303,825370,43
844960,826228,214.5
844117,802763,31.5
820783,806952,91.5
829297,823224,25.5
862130,845236,23.5
829665,816236,27.5
809996,818959,53.9
835992,818106,26.8
836961,814640,27
844379,819647,18
849129,844079,28.5
835848,819213,26.5
850236,825687,179
816376,836612,25
822503,816916,22.5
808904,813003,79
818989,816953,39
844324,807865,31
847605,818730,13.5
840022,816911,20
809814,826689,41
819270,838546,28.5
835735,834019,24.5
839758,844196,56.5
852003,830428,168
823527,834511,33.5
826332,841342,28
842651,837641,36
840021,818970,19
826779,832970,33.5
839679,829246,149
842372,815871,20
829500,840255,32.5
832150,821861,21.5
855177,836887,44.5
840483,824297,29.5
834193,843210,33
830865,830144,32.5
814367,827412,39.5
829155,827155,30
851325,829287,145.5
834013,813932,30
849306,804857,21.5
818980,836365,32
