X,Y,Rainfall
830607,814883,496
831226,815748,483
831790,813592,423.5
832306,816024,444.5
834419,812672,384
836209,814939,414.5
837298,815215,354.5
837130,813918,358.5
832977,815184,456.5
833301,815740,318
842086,813774,325
840267,808547,235.5
833767,814303,467
834950,814765,433.5
840253,815878,407
841655,815228,399.5
833516,811763,354
838069,811197,300.5
834934,811542,322.5
835927,812499,382
840826,811961,323.5
843747,810697,264
844036,814088,315.5
836346,819525,446
836480,822656,456.5
841188,819957,395.5
841237,821549,204
834530,822371,420
842255,818602,380.5
838209,821503,420
832392,820905,438.5
835336,824813,415.5
838019,827550,360
831354,826091,385
831444,822913,178
832596,839416,311
832387,824958,407.5
814598,828219,386.5
843344,822264,349.5
839925,830675,329.5
824255,825495,312.5
827699,821980,464.5
820220,834088,281
852916,826527,338.5
845889,827047,296
845360,819890,368.5
811397,815539,583.5
817992,814038,432
805560,811362,620.5
849044,816943,284
811431,813837,566.5
811987,810236,361.5
817864,819365,426
821182,821563,370.5
820958,807601,339.5
831596,807431,322.5
811005,831653,324.5
815827,830636,383.5
846409,817465,323.5
820392,825596,364.5
823229,837363,276.5
830245,842003,280.5
833331,835601,329.5
829768,832255,329
828849,829689,382.5
828954,826520,389
828714,824832,373.5
832828,827280,376
836677,832233,344.5
837167,825730,416.5
840187,826944,382.5
842933,831863,272.5
839249,835337,337
843039,840715,292.5
844657,831931,280
848830,828393,307.5
812303,825370,402
844960,826228,288
820783,806952,282.5
829297,823224,357.5
862130,845236,209.5
809996,818959,460
835992,818106,417.6
844379,819647,341.5
835848,819213,400
816376,836612,251.5
822503,816916,389.5
818989,816953,391
844324,807865,223.5
847605,818730,285.5
840022,816911,401.5
809814,826689,365.5
839758,844196,270.5
852003,830428,286.5
823527,834511,286
826332,841342,223
842651,837641,280
826779,832970,295
839679,829246,320.5
842372,815871,340.5
829500,840255,270
840483,824297,359
834193,843210,236.5
814367,827412,337.5
829155,827155,337
851325,829287,284.5
849306,804857,113.5
