X,Y,Rainfall
831790,813592,175
832306,816024,179.5
834419,812672,213.5
836209,814939,219
837298,815215,189
837130,813918,213.5
838742,816479,170.5
832977,815184,207.5
833301,815740,200.5
842086,813774,116
840267,808547,142
833767,814303,198
834950,814765,207
840253,815878,148
841655,815228,132.5
833516,811763,184
838069,811197,161
834934,811542,146.5
835927,812499,189
833447,816657,182
840826,811961,137
843747,810697,222.5
844036,814088,118.5
836346,819525,168.5
836480,822656,144
841237,821549,125.5
842912,817594,115
834530,822371,112
838661,823562,144
842255,818602,108
838209,821503,153
832392,820905,95.5
835336,824813,107.5
838019,827550,68.5
831354,826091,62.5
831444,822913,84.5
832596,839416,59
832387,824958,75
814598,828219,104
843344,822264,82
839925,830675,79
824255,825495,83.5
827699,821980,97
820220,834088,56
852916,826527,56.5
845889,827047,80.5
845360,819890,95
811397,815539,135.5
817992,814038,138
849044,816943,82.5
811987,810236,116
817864,819365,92.5
821182,821563,77
821936,816232,136.5
820958,807601,98
831596,807431,190
811005,831653,59.5
815827,830636,150
846409,817465,111
820392,825596,94
821645,829722,177.5
823229,837363,54
830245,842003,98.5
833331,835601,51
829768,832255,68.5
828849,829689,77
828954,826520,83
828714,824832,64
832828,827280,75.5
836677,832233,56.5
837167,825730,102.5
840187,826944,95
842933,831863,88
839249,835337,54
843039,840715,40
844657,831931,81
848830,828393,75.5
812303,825370,91.5
844960,826228,85
844117,802763,167.5
820783,806952,84
829297,823224,63.5
809996,818959,106.9
835992,818106,174.3
844379,819647,84
835848,819213,158.5
816376,836612,52
822503,816916,113
842507,837309,43.5
818989,816953,134.5
844324,807865,153.5
847605,818730,70.5
840022,816911,132
809814,826689,49
819270,838546,50.5
835735,834019,79
839758,844196,23
823527,834511,35.5
826332,841342,90.5
842651,837641,45.5
826779,832970,45.5
839679,829246,73
808447,816935,121.5
829500,840255,62
855177,836887,29
840483,824297,139
834193,843210,56
830865,830144,85.5
851325,829287,56
834013,813932,202
