X,Y,Rainfall
830607,814883,216
831226,815748,226.5
831790,813592,192.5
832306,816024,225
834419,812672,204
836209,814939,222
837298,815215,119
837130,813918,202.5
838742,816479,231
832977,815184,229.5
833301,815740,231
842086,813774,179.5
840267,808547,127.5
833767,814303,219
840253,815878,215
841655,815228,203
833516,811763,191.5
838069,811197,193.5
834934,811542,154.5
835927,812499,179.5
833447,816657,224
840826,811961,168.5
843747,810697,147
844036,814088,166
836346,819525,199
836480,822656,179
841188,819957,192
841237,821549,249
842912,817594,225.5
834530,822371,197
838661,823562,229
842255,818602,246.5
838209,821503,237
832392,820905,196
835336,824813,203
838019,827550,193
831354,826091,203
831444,822913,192
832596,839416,115
832387,824958,189.5
814598,828219,226.5
843344,822264,241.5
839925,830675,203
824255,825495,172.5
827699,821980,167
820220,834088,169.5
852916,826527,213.5
830856,830180,210
845889,827047,196
845360,819890,254.5
811397,815539,210
817992,814038,159
805560,811362,225
849044,816943,221.5
811431,813837,193.5
817864,819365,189.5
821182,821563,172
821936,816232,162.5
820958,807601,155
831596,807431,135.5
811005,831653,146.5
815827,830636,204.5
846409,817465,246
820392,825596,204.5
821645,829722,218.5
823229,837363,135
830245,842003,110
833331,835601,173.5
829768,832255,191.5
828849,829689,219.5
828954,826520,195
828714,824832,188.5
832828,827280,153
836677,832233,189
837167,825730,194
840187,826944,199
842933,831863,169
839249,835337,181.5
843039,840715,150
844657,831931,164.5
848830,828393,193.5
812303,825370,217.5
844960,826228,213
844117,802763,150.5
804276,812600,216.5
828872,839303,125.5
820783,806952,134.5
829297,823224,140
862130,845236,138.5
829665,816236,170
809996,818959,196.9
835992,818106,230.8
836961,814640,194
849129,844079,94.5
830495,832602,169
835848,819213,175
850236,825687,189.5
829229,809714,142
816376,836612,91.5
822503,816916,144
808904,813003,189.5
818989,816953,168.5
844324,807865,121
847605,818730,227.5
840022,816911,213.5
809814,826689,194.5
819270,838546,101
835735,834019,161.5
839758,844196,107.5
852003,830428,152.5
823527,834511,144
826332,841342,110.5
842651,837641,152
840021,818970,222
826779,832970,139.5
839679,829246,172
842372,815871,199
808447,816935,92.5
829500,840255,107.5
832150,821861,178
855177,836887,123.5
840483,824297,182
834193,843210,96
830865,830144,163
814367,827412,198
829155,827155,175
851325,829287,142.5
834013,813932,199
849306,804857,109
818980,836365,117
