X,Y,Rainfall
830607,814883,212.5
831226,815748,210
831790,813592,227.5
834419,812672,241.5
836209,814939,226
837298,815215,55.5
837130,813918,240
838742,816479,197
832977,815184,254
833301,815740,263
842086,813774,157.5
840267,808547,181
833767,814303,269.5
834950,814765,262
840253,815878,192.5
841655,815228,173.5
833516,811763,238.5
838069,811197,215.5
834934,811542,221.5
835927,812499,231
833447,816657,149.5
840826,811961,217
843747,810697,220.5
844036,814088,195.5
836346,819525,232
841237,821549,223.5
842912,817594,183
834530,822371,209.5
838661,823562,259.5
842255,818602,183
835336,824813,202.5
838019,827550,206.5
831354,826091,156.5
831444,822913,160
832596,839416,125.5
832387,824958,167
814598,828219,144
843344,822264,218.5
839925,830675,180
824255,825495,100.5
827699,821980,136.5
820220,834088,122
852916,826527,143.5
830856,830180,140
845889,827047,169.5
845360,819890,195.5
811397,815539,119
817992,814038,125
849044,816943,196
811431,813837,135.5
811987,810236,130.5
817864,819365,141.5
821182,821563,115.5
820958,807601,159.5
831596,807431,237
811005,831653,83
815827,830636,102.5
846409,817465,181.5
820392,825596,102.5
821645,829722,141
823229,837363,113.5
833331,835601,153.5
829768,832255,129
828849,829689,147.5
828954,826520,141.5
828714,824832,131.5
832828,827280,149
836677,832233,153.5
840187,826944,256.5
842933,831863,148.5
839249,835337,120
843039,840715,119
844657,831931,184.5
848830,828393,165
812303,825370,131
844960,826228,198
820783,806952,149
829297,823224,116.5
809996,818959,103.5
835992,818106,219.5
836961,814640,203.5
844379,819647,181.5
849129,844079,114.5
835848,819213,219.5
850236,825687,128
816376,836612,66
822503,816916,99
842507,837309,103.5
808904,813003,144.5
818989,816953,121.5
844324,807865,183.5
847605,818730,172
840022,816911,178.5
809814,826689,96.5
819270,838546,90
835735,834019,139
839758,844196,104.5
852003,830428,162.5
823527,834511,104.5
826332,841342,102.5
842651,837641,99.5
840021,818970,181.5
826779,832970,111.5
839679,829246,184
842372,815871,156
808447,816935,101.5
829500,840255,117.5
832150,821861,170.5
855177,836887,144
840483,824297,261
834193,843210,90
830865,830144,128.5
814367,827412,128
829155,827155,128.5
851325,829287,152.5
834013,813932,237
849306,804857,126
818980,836365,99.5
