X,Y,Rainfall
830607,814883,92.5
831226,815748,108.5
831790,813592,89.5
832306,816024,118
834419,812672,89.5
836209,814939,117
837298,815215,111.5
837130,813918,119
838742,816479,131
832977,815184,106.5
833301,815740,113.5
842086,813774,88.5
840267,808547,71.5
833767,814303,63.5
834950,814765,118
840253,815878,116.5
841655,815228,105.5
833516,811763,77.5
838069,811197,110
834934,811542,67
835927,812499,94
833447,816657,103.5
840826,811961,100.5
843747,810697,81
844036,814088,90.5
836346,819525,155.5
836480,822656,168
841237,821549,143.5
842912,817594,142.5
834530,822371,145.5
838661,823562,194
842255,818602,150
838209,821503,162
835336,824813,188
838019,827550,109.5
831354,826091,121
831444,822913,167
832596,839416,89
832387,824958,156
814598,828219,98.5
843344,822264,115
839925,830675,136
824255,825495,115
827699,821980,152
820220,834088,66.5
852916,826527,91.5
830856,830180,121.5
845889,827047,111
845360,819890,151.5
811397,815539,73.5
817992,814038,69
805560,811362,50
849044,816943,99.5
811431,813837,71.5
811987,810236,43.5
817864,819365,67.5
821182,821563,97
821936,816232,63
820958,807601,59
831596,807431,88.5
811005,831653,86.5
815827,830636,86.5
846409,817465,110.5
820392,825596,120
821645,829722,98
823229,837363,123
830245,842003,92
833331,835601,147
829768,832255,114
828849,829689,135.5
828954,826520,275
828714,824832,138
832828,827280,146
836677,832233,160
837167,825730,160
840187,826944,124
842933,831863,116.5
839249,835337,118
843039,840715,92.5
844657,831931,112
848830,828393,113
812303,825370,77
844960,826228,134
844117,802763,70
820783,806952,40
829297,823224,90.5
809996,818959,65.4
835992,818106,131.6
844379,819647,118.5
835848,819213,143.5
816376,836612,59.5
822503,816916,33
842507,837309,39
818989,816953,55
844324,807865,65
847605,818730,98.5
840022,816911,101.5
809814,826689,71.5
819270,838546,117
835735,834019,122.5
839758,844196,76.5
852003,830428,109
823527,834511,86
826332,841342,80.5
842651,837641,90
826779,832970,122.5
839679,829246,131
808447,816935,39.5
829500,840255,90.5
855177,836887,86
840483,824297,112.5
834193,843210,101
830865,830144,86
851325,829287,98.5
834013,813932,87
