X,Y,Rainfall
831226,815748,61.5
832306,816024,79.5
834419,812672,87
836209,814939,113
837298,815215,125
837130,813918,115
838742,816479,116.5
832977,815184,77.5
833301,815740,85.5
842086,813774,88
840267,808547,96
833767,814303,83.5
834950,814765,92
840253,815878,108.5
841655,815228,97
833516,811763,55
838069,811197,88.5
836346,819525,90
836480,822656,121.5
841188,819957,106
841237,821549,107.5
842912,817594,105.5
834530,822371,107
838661,823562,113.5
842255,818602,104
835336,824813,118
838019,827550,106.5
831354,826091,95
831444,822913,103.5
832596,839416,112.5
832387,824958,116
814598,828219,75
843344,822264,91.5
839925,830675,147.5
820220,834088,103.5
830856,830180,133.5
845889,827047,67.5
845360,819890,78.5
811397,815539,74
817992,814038,104
809996,818959,68.1
835992,818106,99.1
844379,819647,69.5
849129,844079,146.5
835848,819213,94
816376,836612,74.5
842507,837309,211.5
847605,818730,73
840022,816911,96.5
809814,826689,70
823527,834511,70
826332,841342,58.5
839679,829246,117.5
855177,836887,42
849306,804857,18
