X,Y,Rainfall
830607,814883,156.5
831226,815748,144.5
831790,813592,116.5
832306,816024,125
834419,812672,100.5
836209,814939,132
837298,815215,104
837130,813918,115.5
838742,816479,137.5
832977,815184,161
833301,815740,158.5
842086,813774,96
840267,808547,107
833767,814303,126
834950,814765,136
840253,815878,145
841655,815228,137.5
833516,811763,86
838069,811197,74
834934,811542,76.5
835927,812499,84
833447,816657,114
840826,811961,92
843747,810697,104.5
844036,814088,105
836346,819525,112
836480,822656,88.5
841188,819957,142.5
841237,821549,179
842912,817594,148
834530,822371,158
838661,823562,136
842255,818602,149
838209,821503,151.5
832392,820905,163
835336,824813,152.5
838019,827550,128.5
831354,826091,99.5
831444,822913,107.5
832596,839416,53
832387,824958,103.5
814598,828219,76
843344,822264,178
839925,830675,147
824255,825495,69.5
827699,821980,100.5
820220,834088,70
852916,826527,263.5
830856,830180,52
845889,827047,175
845360,819890,179.5
811397,815539,164
817992,814038,163.5
805560,811362,149
849044,816943,164.5
811431,813837,197.5
811987,810236,114
817864,819365,86
821182,821563,72.5
821936,816232,120.5
820958,807601,93
831596,807431,94.5
811005,831653,66
815827,830636,67.5
846409,817465,160.5
820392,825596,73.5
821645,829722,46
823229,837363,91.5
830245,842003,77.5
833331,835601,39
829768,832255,34
828849,829689,44.5
828954,826520,65
828714,824832,76
832828,827280,109.5
836677,832233,103
837167,825730,109
840187,826944,187.5
842933,831863,175
839249,835337,76.5
843039,840715,100.5
844657,831931,186
848830,828393,212
812303,825370,66
844960,826228,177
844117,802763,134.5
820783,806952,85.5
829297,823224,81
862130,845236,125
829665,816236,134
809996,818959,96.8
835992,818106,136.2
836961,814640,121
844379,819647,159.5
849129,844079,108
835848,819213,141
850236,825687,168.5
816376,836612,136.5
822503,816916,95.5
842507,837309,97.5
808904,813003,107
818989,816953,126
844324,807865,112
847605,818730,153.5
840022,816911,124
809814,826689,57.5
819270,838546,139.5
835735,834019,43
839758,844196,72
823527,834511,58.5
826332,841342,86.5
842651,837641,95
840021,818970,141
826779,832970,34.5
839679,829246,123.5
842372,815871,135
808447,816935,117
829500,840255,60
832150,821861,159
855177,836887,138.5
840483,824297,128
834193,843210,61.5
830865,830144,45.5
814367,827412,70.5
851325,829287,194.5
849306,804857,79.5
818980,836365,136
