X,Y,Rainfall
830607,814883,125.5
831226,815748,125.5
831790,813592,120.5
832306,816024,103
834419,812672,105.5
836209,814939,99
837298,815215,110
837130,813918,102
838742,816479,122.5
832977,815184,123
833301,815740,120.5
842086,813774,94.5
840267,808547,89
833767,814303,115
834950,814765,101.5
840253,815878,104
841655,815228,92
833516,811763,114.5
838069,811197,117
834934,811542,100
835927,812499,92
833447,816657,90.5
840826,811961,106
843747,810697,85
844036,814088,87
836346,819525,104.5
836480,822656,80.5
841188,819957,104
841237,821549,108
842912,817594,99
834530,822371,105
838661,823562,112.5
842255,818602,94.5
838209,821503,81
832392,820905,97
835336,824813,84.5
838019,827550,111.5
831354,826091,104.5
831444,822913,105
832387,824958,104.5
843344,822264,129
839925,830675,153
824255,825495,142.5
827699,821980,155.5
820220,834088,140.5
852916,826527,79
830856,830180,202
845889,827047,150.5
845360,819890,145
817992,814038,167.5
805560,811362,162.5
849044,816943,184.5
811431,813837,175.5
811987,810236,136.5
817864,819365,192.5
821182,821563,205
821936,816232,231
820958,807601,197
831596,807431,158
811005,831653,131.5
815827,830636,137
846409,817465,119
820392,825596,197.5
821645,829722,150
823229,837363,111
830245,842003,128.5
833331,835601,176.5
829768,832255,195.5
828849,829689,130
828954,826520,185
828714,824832,130.5
832828,827280,134
836677,832233,140.5
837167,825730,108
840187,826944,138.5
842933,831863,135
839249,835337,111.5
843039,840715,98
844657,831931,127
848830,828393,102.5
812303,825370,142
844960,826228,162
820783,806952,146
829297,823224,118
862130,845236,94
809996,818959,151.1
835992,818106,98.9
844379,819647,100
835848,819213,102.5
816376,836612,128.5
822503,816916,183
842507,837309,47
808904,813003,136
818989,816953,161.5
844324,807865,77
847605,818730,143.5
840022,816911,92
809814,826689,112
819270,838546,119.5
835735,834019,133.5
839758,844196,125.5
823527,834511,125.5
826332,841342,149
842651,837641,92
826779,832970,128
839679,829246,154.5
808447,816935,120.5
829500,840255,137
855177,836887,77
840483,824297,123.5
834193,843210,112.5
830865,830144,175.5
814367,827412,118
829155,827155,176
849306,804857,42
818980,836365,130.5
