X,Y,Rainfall
830607,814883,124
831226,815748,179
831790,813592,155.5
832306,816024,206.5
834419,812672,181
836209,814939,246.5
837298,815215,257
837130,813918,244
838742,816479,235.5
832977,815184,191
833301,815740,187
842086,813774,197
840267,808547,187.5
833767,814303,189.5
834950,814765,224
840253,815878,197
841655,815228,194.5
833516,811763,141
838069,811197,191.5
836346,819525,256
836480,822656,207
841188,819957,147.5
841237,821549,142.5
842912,817594,143
834530,822371,239
838661,823562,197.5
835336,824813,222.5
838019,827550,131.5
831354,826091,208.5
831444,822913,230.5
832596,839416,163.5
832387,824958,253
814598,828219,75.5
843344,822264,101.5
839925,830675,150.5
824255,825495,130.5
827699,821980,171
820220,834088,168.5
852916,826527,90.5
830856,830180,283
845889,827047,96
845360,819890,95.5
811397,815539,62
817992,814038,45
820783,806952,25
862130,845236,109
835992,818106,221.2
844379,819647,82.5
835848,819213,220.5
816376,836612,112
842507,837309,84
818989,816953,54
844324,807865,196
840022,816911,173.5
809814,826689,74
819270,838546,160.5
835735,834019,144
839758,844196,127
823527,834511,187.5
826332,841342,192.5
842651,837641,106.5
839679,829246,127.5
808447,816935,40
855177,836887,69
851325,829287,120.5
