X,Y,Rainfall
830607,814883,376
831226,815748,391.5
831790,813592,282
832306,816024,390.5
834419,812672,257.5
836209,814939,299.5
837298,815215,297
837130,813918,269
838742,816479,358.5
832977,815184,363.5
833301,815740,408
842086,813774,227.5
840267,808547,131.5
833767,814303,326
834950,814765,317
840253,815878,277
841655,815228,283
833516,811763,223.5
838069,811197,168.5
836346,819525,446
836480,822656,465
841188,819957,425.5
841237,821549,484
842912,817594,336.5
834530,822371,375
838661,823562,470.5
842255,818602,350
835336,824813,374
838019,827550,385.5
831354,826091,339.5
831444,822913,330.5
832596,839416,201.5
832387,824958,338.5
814598,828219,321.5
843344,822264,468
839925,830675,375.5
824255,825495,305
827699,821980,281.5
820220,834088,233.5
852916,826527,451
830856,830180,405.5
845889,827047,562
845360,819890,355.5
817992,814038,239.5
809996,818959,238.6
835992,818106,428.4
844379,819647,346.5
849129,844079,142.5
816376,836612,131
844324,807865,119
847605,818730,275
809814,826689,285
835735,834019,318.5
839758,844196,141.5
826332,841342,123
842651,837641,245
826779,832970,270.5
849306,804857,65.5
