X,Y,Rainfall
830607,814883,51
831226,815748,89.5
831790,813592,55
834419,812672,43.5
836209,814939,49
837298,815215,37
837130,813918,71
838742,816479,24
832977,815184,101.5
833301,815740,108
842086,813774,236.5
840267,808547,270
833767,814303,66
834950,814765,46
840253,815878,77.5
841655,815228,133
833516,811763,43
834934,811542,49
835927,812499,54
833447,816657,90
840826,811961,312
843747,810697,265.5
844036,814088,187.5
836346,819525,11.5
836480,822656,3
841188,819957,25
841237,821549,15.5
842912,817594,64.5
834530,822371,8
838661,823562,4
842255,818602,29.5
838209,821503,4.5
832392,820905,2.5
835336,824813,11
838019,827550,2
831354,826091,9.5
831444,822913,14
832596,839416,0.5
832387,824958,25
814598,828219,2.5
843344,822264,40
839925,830675,0.5
824255,825495,1.5
827699,821980,9
820220,834088,4
852916,826527,4
830856,830180,4
845889,827047,5.5
845360,819890,74
811397,815539,4
817992,814038,8
805560,811362,4
849044,816943,105.5
811431,813837,1
811987,810236,6.5
817864,819365,0
821182,821563,1
821936,816232,8
820958,807601,41
831596,807431,142.5
811005,831653,27
815827,830636,18
846409,817465,116.5
820392,825596,0.5
821645,829722,3.5
823229,837363,0.5
830245,842003,0.5
833331,835601,1
829768,832255,5
828849,829689,5
828954,826520,6
828714,824832,8.5
832828,827280,20
836677,832233,7.5
837167,825730,0.5
840187,826944,1.5
842933,831863,0
839249,835337,0
843039,840715,0
844657,831931,0
848830,828393,1
812303,825370,6
844960,826228,7
844117,802763,109
851547,835422,0.5
804276,812600,0
828872,839303,7
820783,806952,36.5
829297,823224,17
829665,816236,35.5
809996,818959,4.1
835992,818106,26.2
836961,814640,44
830495,832602,4
835848,819213,27.7
829229,809714,22.5
816376,836612,34.5
822503,816916,3.5
842507,837309,0
856304,824741,9.1
808904,813003,2.5
818989,816953,3
844324,807865,179
847605,818730,87
840022,816911,19.5
809814,826689,26.5
819270,838546,15.5
835735,834019,0
839758,844196,18
852003,830428,0.5
823527,834511,1
826332,841342,0
842651,837641,0
840021,818970,13.5
826779,832970,10
839679,829246,0.5
842372,815871,91
808447,816935,6
829500,840255,8.5
832150,821861,6.5
855177,836887,4
840483,824297,7.5
834193,843210,6.5
830865,830144,3.5
814367,827412,2
829155,827155,5
851325,829287,0.5
849306,804857,93
818980,836365,4
