X,Y,Rainfall
830607,814883,71.5
831226,815748,74.5
831790,813592,81
832306,816024,77.5
834419,812672,77.5
836209,814939,81.5
837298,815215,84
837130,813918,77.5
838742,816479,83
832977,815184,99.5
833301,815740,92.5
842086,813774,78
840267,808547,57
833767,814303,103.5
834950,814765,89
840253,815878,91
841655,815228,92
833516,811763,76
838069,811197,74.5
834934,811542,57
835927,812499,72
833447,816657,84.5
840826,811961,92.5
843747,810697,78.5
844036,814088,130.5
836346,819525,87.5
836480,822656,87
841188,819957,86.5
841237,821549,101.5
842912,817594,98.5
834530,822371,97
838661,823562,96.5
842255,818602,82
838209,821503,99
832392,820905,103
835336,824813,95
838019,827550,107
831354,826091,165.5
831444,822913,114
832596,839416,183.5
832387,824958,116
814598,828219,90.5
843344,822264,112.5
839925,830675,110
824255,825495,165.5
827699,821980,111.5
820220,834088,95
852916,826527,180.5
830856,830180,223
845889,827047,144
845360,819890,109
811397,815539,147.5
817992,814038,95.5
805560,811362,167.5
849044,816943,100.5
811431,813837,132
811987,810236,75.5
817864,819365,167.5
821182,821563,135
821936,816232,92.5
820958,807601,70
831596,807431,58
811005,831653,99.5
815827,830636,88.5
846409,817465,121.5
820392,825596,236.5
821645,829722,191.5
823229,837363,108
830245,842003,186.5
833331,835601,224.5
829768,832255,214
828849,829689,232
828954,826520,178
828714,824832,132.5
832828,827280,155
836677,832233,158
837167,825730,98
840187,826944,110
842933,831863,135.5
839249,835337,157.5
843039,840715,148
844657,831931,170.5
848830,828393,183
812303,825370,110.5
844960,826228,151
844117,802763,46
820783,806952,56
829297,823224,100
862130,845236,116
809996,818959,122.6
835992,818106,77.9
836961,814640,68
844379,819647,96
849129,844079,133
830495,832602,193.5
835848,819213,77
816376,836612,92
822503,816916,77
842507,837309,127.5
808904,813003,121.5
818989,816953,106
844324,807865,59.5
847605,818730,132
840022,816911,79.5
809814,826689,101
819270,838546,105
835735,834019,145.5
839758,844196,171.5
826332,841342,109.5
842651,837641,123
840021,818970,47
826779,832970,149.5
839679,829246,102
842372,815871,77.5
808447,816935,130.5
829500,840255,163
855177,836887,225.5
840483,824297,101.5
834193,843210,180
830865,830144,189.5
814367,827412,85
829155,827155,165.5
851325,829287,207.5
849306,804857,33.5
818980,836365,87.5
