X,Y,Rainfall
830607,814883,60
831226,815748,72.5
831790,813592,48.5
832306,816024,81.5
834419,812672,36
836209,814939,60.5
837298,815215,63
837130,813918,44
838742,816479,67
832977,815184,69.5
833301,815740,77
842086,813774,25.5
840267,808547,10
833767,814303,49.5
834950,814765,61
840253,815878,65
841655,815228,40.5
833516,811763,24
838069,811197,18
834934,811542,26.5
835927,812499,31
833447,816657,92.5
840826,811961,21
843747,810697,13.5
844036,814088,20
836346,819525,99
836480,822656,147
841188,819957,96.5
841237,821549,122
842912,817594,69.5
834530,822371,115
838661,823562,156.5
842255,818602,92.5
838209,821503,118
832392,820905,96
835336,824813,142.5
838019,827550,189
831354,826091,289.5
831444,822913,141
832596,839416,38.5
832387,824958,181.5
814598,828219,86
839925,830675,223.5
824255,825495,219
827699,821980,194
820220,834088,61
852916,826527,153
830856,830180,236.5
845889,827047,181
845360,819890,83.5
811397,815539,165
817992,814038,45.5
805560,811362,77
849044,816943,30
811987,810236,38
817864,819365,237
821182,821563,228.5
821936,816232,96
820958,807601,23
831596,807431,12.5
811005,831653,91.5
815827,830636,83
846409,817465,37
820392,825596,155
821645,829722,104.5
823229,837363,58
830245,842003,55
833331,835601,67.5
829768,832255,105
828849,829689,203
828954,826520,276.5
828714,824832,271
832828,827280,291.5
836677,832233,204.5
837167,825730,194.5
840187,826944,195.5
842933,831863,232
839249,835337,120.5
843039,840715,95.5
844657,831931,203
848830,828393,193
812303,825370,89
844960,826228,158.5
820783,806952,20.5
829297,823224,162.5
862130,845236,78.5
809996,818959,116.8
835992,818106,80.3
844379,819647,75
816376,836612,64.5
822503,816916,87.5
842507,837309,31.5
818989,816953,70
844324,807865,9.5
847605,818730,42
840022,816911,73
809814,826689,88
819270,838546,55
835735,834019,151.5
839758,844196,24.5
852003,830428,170
823527,834511,62
826332,841342,41
842651,837641,74.5
826779,832970,64
839679,829246,222
829500,840255,53.5
855177,836887,134
834193,843210,35
830865,830144,214.5
829155,827155,248.5
851325,829287,180.5
834013,813932,60.5
849306,804857,5
818980,836365,57.5
