X,Y,Rainfall
830607,814883,150
831226,815748,143.5
831790,813592,70
832306,816024,198
834419,812672,69.5
836209,814939,133.5
837298,815215,46.5
837130,813918,90.5
838742,816479,212
832977,815184,155
833301,815740,178
842086,813774,128.5
840267,808547,60.5
833767,814303,137
834950,814765,122
841655,815228,152.5
833516,811763,64.5
838069,811197,58
836346,819525,301
836480,822656,235
841188,819957,185.5
841237,821549,176
842912,817594,183
834530,822371,249
838661,823562,221.5
842255,818602,187.5
835336,824813,274
838019,827550,221.5
831354,826091,190
831444,822913,206
832596,839416,253.5
832387,824958,215
814598,828219,104
843344,822264,170
839925,830675,223
824255,825495,197
827699,821980,212
820220,834088,265
830856,830180,406.5
845889,827047,242
845360,819890,130
811397,815539,130
817992,814038,35
820783,806952,23
835992,818106,258.7
844379,819647,113.5
835848,819213,228
818989,816953,57
844324,807865,60
847605,818730,138.5
840022,816911,201
809814,826689,67
835735,834019,224
839758,844196,105
826332,841342,244.5
839679,829246,199
808447,816935,117
834193,843210,179.5
