X,Y,Rainfall
830607,814883,137
831226,815748,145
831790,813592,122.5
832306,816024,155.5
834419,812672,194.5
836209,814939,175
837298,815215,163.5
837130,813918,166
838742,816479,176.5
832977,815184,192.5
833301,815740,165
842086,813774,150.5
840267,808547,143.5
833767,814303,177.5
834950,814765,172
840253,815878,206
841655,815228,170
833516,811763,129.5
838069,811197,131
834934,811542,147.5
833447,816657,152
840826,811961,152
844036,814088,169.5
836346,819525,190.5
836480,822656,212
841188,819957,198.5
841237,821549,210
842912,817594,195
834530,822371,253
838661,823562,202.5
842255,818602,213
838209,821503,202.5
832392,820905,254
835336,824813,279
838019,827550,234
831354,826091,234.5
831444,822913,251
832596,839416,130
832387,824958,260.5
814598,828219,131.5
843344,822264,237.5
839925,830675,227.5
824255,825495,220
827699,821980,194.5
830856,830180,201
845889,827047,214
845360,819890,197.5
811397,815539,192
817992,814038,169
849044,816943,162
811431,813837,226.5
817864,819365,199.5
821182,821563,207
821936,816232,192.5
820958,807601,140
831596,807431,155.5
811005,831653,126.5
815827,830636,140.5
846409,817465,178
820392,825596,223
823229,837363,129
830245,842003,121
833331,835601,179
829768,832255,188.5
828849,829689,210
828954,826520,189.5
828714,824832,202
832828,827280,265
836677,832233,242.5
837167,825730,239
840187,826944,215.5
842933,831863,211.5
839249,835337,208.5
843039,840715,191
844657,831931,226
812303,825370,140.5
844960,826228,237
820783,806952,110
809996,818959,151.9
835992,818106,157.8
844379,819647,165
849129,844079,121.5
835848,819213,153.5
816376,836612,98.5
818989,816953,147
844324,807865,129
847605,818730,89.5
809814,826689,121
819270,838546,100
835735,834019,171.5
839758,844196,111
852003,830428,193.5
823527,834511,113
826332,841342,84.5
842651,837641,141.5
826779,832970,125.5
839679,829246,201
808447,816935,129
855177,836887,129
834193,843210,117
830865,830144,182.5
851325,829287,204.5
