X,Y,Rainfall
830607,814883,64
831226,815748,71.5
831790,813592,42.5
832306,816024,70
834419,812672,51.5
836209,814939,55.5
837298,815215,58.5
837130,813918,51.5
838742,816479,88
832977,815184,54
833301,815740,63
842086,813774,122
840267,808547,68
833767,814303,50.5
834950,814765,55.5
840253,815878,87
841655,815228,104
833516,811763,50
838069,811197,44
836346,819525,110
836480,822656,174
841188,819957,123
841237,821549,135
842912,817594,145.5
834530,822371,192.5
838661,823562,140
842255,818602,131
835336,824813,180.5
838019,827550,141
831354,826091,279
831444,822913,237
832596,839416,26.5
832387,824958,242
814598,828219,14.5
843344,822264,147.5
839925,830675,147
824255,825495,146
827699,821980,234
820220,834088,15.5
852916,826527,103.5
830856,830180,189.5
845889,827047,121.5
845360,819890,162.5
820783,806952,60.5
862130,845236,36.5
835992,818106,78.1
844379,819647,145.5
849129,844079,39
835848,819213,93
816376,836612,12
842507,837309,103
818989,816953,37.5
844324,807865,56.5
847605,818730,197.5
840022,816911,81
809814,826689,12
819270,838546,10.5
835735,834019,137
839758,844196,42.5
823527,834511,12.5
826332,841342,11
826779,832970,20.5
808447,816935,69.5
855177,836887,67
830865,830144,160
851325,829287,78.5
