X,Y,Rainfall
830607,814883,24
831226,815748,25.5
831790,813592,23
832306,816024,28
834419,812672,37.5
836209,814939,28
837298,815215,30.5
837130,813918,39.5
838742,816479,33.5
832977,815184,26
833301,815740,28
842086,813774,24
840267,808547,38
833767,814303,27.5
834950,814765,26.5
840253,815878,27
841655,815228,33.5
833516,811763,38.5
834934,811542,37
835927,812499,35.5
833447,816657,25
840826,811961,34
843747,810697,38
844036,814088,31.5
837669,811296,29
836346,819525,26
836480,822656,58.5
841188,819957,24.5
841237,821549,27
842912,817594,24
834530,822371,70
838661,823562,68.5
842255,818602,24.5
838209,821503,37.5
832392,820905,54
835336,824813,172.5
838019,827550,257
831354,826091,117
831444,822913,122.5
832596,839416,60.5
832387,824958,205.5
814598,828219,146.5
843344,822264,33.5
839925,830675,240
824255,825495,54
827699,821980,113.5
820220,834088,126
852916,826527,77.5
830856,830180,89
845889,827047,140
845360,819890,21.5
811397,815539,20.5
817992,814038,25
805560,811362,31.5
849044,816943,32.5
811431,813837,20.5
811987,810236,29
817864,819365,31
821182,821563,42.5
821936,816232,30.5
820958,807601,41.5
831596,807431,32.5
811005,831653,166.5
815827,830636,186
846409,817465,27.5
820392,825596,64
821645,829722,71.5
823229,837363,68.5
830245,842003,53
833331,835601,70
829768,832255,66.5
828849,829689,77.5
828954,826520,91
828714,824832,96
832828,827280,127
836677,832233,143.5
837167,825730,229.5
840187,826944,195
842933,831863,227.5
839249,835337,97
843039,840715,42.5
844657,831931,289
848830,828393,181.5
812303,825370,89.5
844960,826228,117
844117,802763,134
851547,835422,167.5
804276,812600,34.5
828872,839303,53
829297,823224,125.5
829665,816236,23.5
809996,818959,53.2
835992,818106,25.2
836961,814640,29
844379,819647,22
849129,844079,30.5
830495,832602,60
835848,819213,25
850236,825687,47.5
829229,809714,38
816376,836612,62
822503,816916,28.5
842507,837309,86
856304,824741,31.1
808904,813003,19.5
818989,816953,25.5
844324,807865,69
847605,818730,17.5
840022,816911,24.5
809814,826689,133
819270,838546,63
835735,834019,91.5
839758,844196,37.5
823527,834511,102
826332,841342,53
842651,837641,84
840021,818970,20
826779,832970,73
839679,829246,145
842372,815871,27
808447,816935,29.5
829500,840255,59.5
832150,821861,67
855177,836887,138.5
840483,824297,77
834193,843210,37
830865,830144,73
814367,827412,93.5
829155,827155,79.5
851325,829287,195
834013,813932,22
849306,804857,107.5
818980,836365,65.5
