X,Y,Rainfall
830607,814883,207.5
831226,815748,234
831790,813592,223
832306,816024,257.5
834419,812672,205
836209,814939,225
837298,815215,191
837130,813918,236
838742,816479,204.5
833301,815740,221.5
842086,813774,121
840267,808547,179.5
833767,814303,277.5
834950,814765,230.5
840253,815878,146.5
841655,815228,147
833516,811763,175.5
838069,811197,207.5
836346,819525,205.5
836480,822656,216
841188,819957,166.5
841237,821549,187.5
842912,817594,176
834530,822371,176.5
838661,823562,274
842255,818602,153
835336,824813,251
838019,827550,192.5
831354,826091,149
831444,822913,212.5
832596,839416,144.5
832387,824958,221
814598,828219,158
843344,822264,112.5
839925,830675,178
824255,825495,189.5
827699,821980,199
820220,834088,204
830856,830180,284.5
845889,827047,114
845360,819890,130.5
817992,814038,135.5
820783,806952,89.5
835992,818106,168.6
844379,819647,102.5
835848,819213,161
818989,816953,143.5
844324,807865,146.5
847605,818730,84.5
840022,816911,135
809814,826689,151
835735,834019,121
839758,844196,216.5
852003,830428,159.5
826332,841342,152
839679,829246,110.5
808447,816935,140
834193,843210,173
851325,829287,162.5
