X,Y,Rainfall
830607,814883,316.5
831226,815748,307.5
831790,813592,310.5
832306,816024,300
834419,812672,270.5
836209,814939,250.5
837298,815215,231.5
837130,813918,232
838742,816479,180
832977,815184,330
833301,815740,315
842086,813774,155
840267,808547,216.5
833767,814303,314.5
834950,814765,288
840253,815878,166
841655,815228,157.5
833516,811763,247
834934,811542,200.5
835927,812499,207.5
833447,816657,261.5
840826,811961,189.5
843747,810697,292.5
844036,814088,161.5
837669,811296,165.5
836346,819525,232.5
836480,822656,252.5
841188,819957,198
841237,821549,217.5
842912,817594,138
834530,822371,225
838661,823562,224.5
842255,818602,149.5
838209,821503,213.5
832392,820905,237.5
835336,824813,210
838019,827550,175
831354,826091,149
831444,822913,168.5
832596,839416,164
832387,824958,155.5
814598,828219,105
843344,822264,199.5
839925,830675,106.5
824255,825495,142
827699,821980,112.5
820220,834088,64
852916,826527,88
830856,830180,164.5
845889,827047,90.5
845360,819890,153
811397,815539,115
817992,814038,193.5
805560,811362,120.5
849044,816943,160
811431,813837,121.5
811987,810236,136.5
817864,819365,101
821182,821563,108
821936,816232,196.5
820958,807601,177.5
831596,807431,117.5
811005,831653,61.5
815827,830636,74
846409,817465,123
820392,825596,133.5
821645,829722,125
823229,837363,85
830245,842003,146
833331,835601,132.5
829768,832255,158
828849,829689,170
828954,826520,153
828714,824832,139.5
832828,827280,166.5
836677,832233,148
837167,825730,271
840187,826944,179.5
842933,831863,74
839249,835337,97
843039,840715,131
844657,831931,98.5
848830,828393,77
812303,825370,94.5
844960,826228,122
844117,802763,103
851547,835422,135
804276,812600,106.5
828872,839303,125
820783,806952,136
829297,823224,111.5
829665,816236,277.5
809996,818959,101.1
835992,818106,191.3
844379,819647,140
835848,819213,208.4
850236,825687,77.5
829229,809714,176.5
816376,836612,42.5
822503,816916,152.5
842507,837309,67.5
856304,824741,85.1
808904,813003,106
818989,816953,79
844324,807865,158
847605,818730,122.5
840022,816911,148
809814,826689,66.5
819270,838546,46
835735,834019,111
839758,844196,129
852003,830428,74
823527,834511,81.5
826332,841342,81.5
842651,837641,70.5
840021,818970,150
826779,832970,108.5
839679,829246,140.5
842372,815871,132.5
808447,816935,84.5
829500,840255,123.5
832150,821861,181.5
855177,836887,86.5
840483,824297,155
834193,843210,163
830865,830144,135
814367,827412,88
829155,827155,135.5
851325,829287,69
834013,813932,268.5
849306,804857,90.5
818980,836365,53.5
