X,Y,Rainfall
830607,814883,367
831226,815748,431.5
831790,813592,360.5
832306,816024,432
834419,812672,385
836209,814939,455.5
837298,815215,430.5
837130,813918,437
838742,816479,403.5
832977,815184,432.5
833301,815740,460.5
842086,813774,284.5
840267,808547,199
833767,814303,429
834950,814765,483
840253,815878,387
841655,815228,364.5
833516,811763,315
838069,811197,317.5
834934,811542,310
835927,812499,369
833447,816657,462.5
840826,811961,353
843747,810697,276
844036,814088,322.5
836346,819525,438.5
836480,822656,503
841188,819957,385
841237,821549,414.5
842912,817594,333
834530,822371,503.5
838661,823562,469
842255,818602,332.5
838209,821503,461
832392,820905,496.5
835336,824813,567.5
838019,827550,378.5
831354,826091,463.5
831444,822913,470.5
832596,839416,249.5
832387,824958,475.5
814598,828219,285
843344,822264,381.5
839925,830675,358.5
824255,825495,382.5
827699,821980,404
820220,834088,259
852916,826527,304.5
830856,830180,358.5
845889,827047,282.5
845360,819890,344
811397,815539,312
817992,814038,460.5
805560,811362,360
849044,816943,222.5
811987,810236,413
817864,819365,246.5
821182,821563,263.5
821936,816232,319.5
820958,807601,392
831596,807431,286
811005,831653,250.5
815827,830636,316
846409,817465,261.5
820392,825596,301
821645,829722,329
823229,837363,261.5
830245,842003,264.5
833331,835601,290
829768,832255,327
828849,829689,403.5
828954,826520,459
828714,824832,437.5
832828,827280,443
836677,832233,328
837167,825730,516
840187,826944,381.5
842933,831863,221
839249,835337,235
843039,840715,269
844657,831931,334
848830,828393,288
812303,825370,215
844960,826228,322
844117,802763,168
820783,806952,306
829297,823224,386
862130,845236,224.5
809996,818959,262.9
835992,818106,416.4
844379,819647,311.5
835848,819213,425.5
816376,836612,205.5
842507,837309,130
818989,816953,273.5
844324,807865,205.5
847605,818730,145
840022,816911,349
809814,826689,201.5
839758,844196,244.5
852003,830428,295.5
823527,834511,213
826332,841342,235
842651,837641,280.5
826779,832970,269.5
839679,829246,356
808447,816935,221.5
829500,840255,255.5
855177,836887,234.5
840483,824297,410
834193,843210,201.5
830865,830144,408
851325,829287,278
834013,813932,419.5
