X,Y,Rainfall
830607,814883,89
831226,815748,106.5
831790,813592,86
832306,816024,128.5
834419,812672,127
836209,814939,137.5
837298,815215,127
837130,813918,131
838742,816479,139.5
832977,815184,141.5
833301,815740,136
842086,813774,95.5
840267,808547,102.5
833767,814303,133
834950,814765,142.5
840253,815878,127
841655,815228,127
833516,811763,106
834934,811542,88.5
835927,812499,120.5
833447,816657,131
840826,811961,123
843747,810697,93.5
844036,814088,106
837669,811296,94.5
836346,819525,117
836480,822656,119
841188,819957,146.5
841237,821549,107
842912,817594,150
834530,822371,122
838661,823562,118
842255,818602,128
838209,821503,111.5
832392,820905,130.5
835336,824813,130.5
838019,827550,119
831354,826091,181.5
831444,822913,150.5
832596,839416,135.5
832387,824958,157.5
814598,828219,188
843344,822264,130.5
839925,830675,117
824255,825495,135
827699,821980,146.5
820220,834088,148
852916,826527,109
845889,827047,97
845360,819890,127.5
811397,815539,299
817992,814038,140.5
805560,811362,256.5
849044,816943,94.5
811431,813837,255
811987,810236,229.5
817864,819365,200.5
821936,816232,96
820958,807601,111
831596,807431,110.5
811005,831653,164.5
815827,830636,191
846409,817465,95
820392,825596,134.5
821645,829722,140.5
823229,837363,147.5
830245,842003,156
833331,835601,167
829768,832255,226
828849,829689,255.5
828954,826520,200
828714,824832,190.5
832828,827280,180.5
836677,832233,167
837167,825730,120
840187,826944,127.5
842933,831863,67.5
839249,835337,106
843039,840715,80
844657,831931,104
848830,828393,96.5
812303,825370,201
844960,826228,118
844117,802763,75.5
851547,835422,84
804276,812600,204.5
816733,806068,89.5
855431,836545,73
828872,839303,151
820783,806952,101
829297,823224,113
862130,845236,34.5
829665,816236,93
809996,818959,178.5
835992,818106,125.6
836961,814640,115.5
844379,819647,132
849129,844079,59
830495,832602,193.5
835848,819213,118.5
850236,825687,92.5
829229,809714,96
816376,836612,161
822503,816916,103.5
842507,837309,44.5
856304,824741,65.1
808904,813003,293
818989,816953,204
844324,807865,89
847605,818730,85.5
840022,816911,116.5
809814,826689,138.5
839758,844196,140
852003,830428,85.5
823527,834511,137
826332,841342,120
842651,837641,76
840021,818970,104.5
826779,832970,145
839679,829246,109
842372,815871,128.5
808447,816935,210
829500,840255,145.5
832150,821861,133.5
855177,836887,75
840483,824297,81.5
816738,829812,149.8
830865,830144,174
814367,827412,170.5
829155,827155,169.5
851325,829287,90.5
834013,813932,132
849306,804857,41
818980,836365,160
