X,Y,Rainfall
830607,814883,123.5
831226,815748,126.5
831790,813592,125
832306,816024,125
834419,812672,169.5
836209,814939,93.5
837298,815215,68.5
837130,813918,83.5
838742,816479,43
832977,815184,150.5
833301,815740,124
842086,813774,33.5
840267,808547,69.5
833767,814303,156
834950,814765,126
840253,815878,46
841655,815228,43
833516,811763,127
838069,811197,73
834934,811542,143
835927,812499,119.5
833447,816657,131
840826,811961,51
843747,810697,47
844036,814088,44.5
836346,819525,81.5
836480,822656,57
841188,819957,70
842912,817594,49.5
834530,822371,41.5
838661,823562,59.5
842255,818602,42
838209,821503,58.5
832392,820905,118.5
835336,824813,57
838019,827550,40
831354,826091,130
831444,822913,53.5
832596,839416,49
832387,824958,113
814598,828219,173
843344,822264,29.5
839925,830675,53.5
824255,825495,126
827699,821980,130.5
820220,834088,109.5
852916,826527,30
830856,830180,132
845360,819890,31
811397,815539,172
817992,814038,135
805560,811362,141.5
849044,816943,35.5
811987,810236,123.5
817864,819365,174.5
821182,821563,120.5
821936,816232,105.5
820958,807601,129.5
831596,807431,105
811005,831653,171.5
815827,830636,191.5
846409,817465,40.5
820392,825596,158
821645,829722,142
823229,837363,122.5
830245,842003,98
833331,835601,69
829768,832255,127.5
828849,829689,227
828954,826520,161.5
828714,824832,166
832828,827280,83.5
836677,832233,63
837167,825730,45.5
840187,826944,35.5
842933,831863,43
839249,835337,41
843039,840715,26.5
848830,828393,33.5
812303,825370,167.5
844960,826228,36
844117,802763,54.5
809996,818959,144.3
835992,818106,77.8
