X,Y,Rainfall
830607,814883,278.5
831226,815748,298
831790,813592,272
832306,816024,287.5
834419,812672,218.5
836209,814939,226.5
837298,815215,226
837130,813918,241.5
838742,816479,235
832977,815184,285.5
833301,815740,265
842086,813774,158.5
840267,808547,152.5
833767,814303,164
834950,814765,236
840253,815878,199
841655,815228,129
833516,811763,189
834934,811542,157
835927,812499,198
833447,816657,163.5
840826,811961,165
843747,810697,176
844036,814088,176
836346,819525,219
836480,822656,285
841188,819957,246.5
841237,821549,239
842912,817594,165.5
834530,822371,283.5
838661,823562,282.5
842255,818602,205.5
838209,821503,248
832392,820905,237
835336,824813,295.5
838019,827550,257
831354,826091,243.5
831444,822913,284.5
832596,839416,179
832387,824958,256.5
814598,828219,244.5
843344,822264,188
839925,830675,314
824255,825495,251.5
827699,821980,272.5
820220,834088,275.5
852916,826527,124
830856,830180,362.5
845889,827047,214
845360,819890,209.5
811397,815539,307.5
817992,814038,128
805560,811362,224
849044,816943,166
811431,813837,270
811987,810236,150.5
817864,819365,251
821182,821563,228
821936,816232,197.5
820958,807601,197.5
831596,807431,232.5
811005,831653,261
815827,830636,194.5
846409,817465,210
820392,825596,260
821645,829722,336.5
823229,837363,193
830245,842003,240.5
833331,835601,257.5
829768,832255,398
828849,829689,424
828954,826520,296.5
828714,824832,263
832828,827280,305.5
836677,832233,295.5
837167,825730,236
840187,826944,252
842933,831863,291
839249,835337,237
843039,840715,203.5
844657,831931,283.5
848830,828393,233
812303,825370,223.5
844960,826228,235
844117,802763,218.5
804276,812600,218.5
820783,806952,88.5
829297,823224,129.5
829665,816236,182
809996,818959,250.3
835992,818106,203
836961,814640,213
844379,819647,163.5
830495,832602,285
835848,819213,215
850236,825687,153.5
829229,809714,169
816376,836612,173.5
822503,816916,83.5
842507,837309,152.5
808904,813003,287
818989,816953,188
844324,807865,138.5
847605,818730,146.5
840022,816911,165.5
809814,826689,224.5
819270,838546,199
835735,834019,207.5
839758,844196,212.5
826332,841342,201.5
842651,837641,190
840021,818970,154
826779,832970,331
839679,829246,264.5
808447,816935,192.5
829500,840255,232.5
832150,821861,199
855177,836887,140
840483,824297,192
834193,843210,214.5
830865,830144,226
814367,827412,218
829155,827155,261.5
851325,829287,203.5
834013,813932,219.5
849306,804857,71.5
818980,836365,214.5
