X,Y,Rainfall
830607,814883,46
831226,815748,50.5
831790,813592,51
832306,816024,46
834419,812672,84
836209,814939,168
837298,815215,50
837130,813918,154.5
838742,816479,205.5
832977,815184,79
833301,815740,102.5
842086,813774,127.5
840267,808547,122
833767,814303,94
834950,814765,141.5
840253,815878,172.5
841655,815228,133.5
833516,811763,57
838069,811197,126
834934,811542,80
835927,812499,138.5
833447,816657,56.5
840826,811961,114
844036,814088,125.5
836346,819525,106.5
836480,822656,101.5
841188,819957,103.5
841237,821549,134.5
842912,817594,120
834530,822371,273.5
838661,823562,240.5
842255,818602,123
838209,821503,143.5
832392,820905,177
835336,824813,276
838019,827550,249.5
831354,826091,234.5
831444,822913,190
832596,839416,181
832387,824958,264
814598,828219,34.5
843344,822264,118
839925,830675,170.5
824255,825495,70
827699,821980,44.5
820220,834088,64.5
852916,826527,82.5
830856,830180,254.5
845889,827047,86
845360,819890,100.5
811397,815539,34
817992,814038,27.5
805560,811362,38
849044,816943,97.5
811431,813837,34
811987,810236,30.5
817864,819365,42.5
821182,821563,83.5
821936,816232,41
820958,807601,26
831596,807431,42.5
811005,831653,23.5
815827,830636,53.5
846409,817465,94.5
820392,825596,81.5
821645,829722,73.5
823229,837363,48
830245,842003,151
833331,835601,257
829768,832255,202.5
828849,829689,174.5
828954,826520,106
828714,824832,58
832828,827280,286.5
836677,832233,232
837167,825730,77
840187,826944,161.5
842933,831863,109.5
839249,835337,131.5
843039,840715,194
844657,831931,106
848830,828393,101.5
812303,825370,34
844960,826228,90
844117,802763,89
820783,806952,19.5
829297,823224,45.5
862130,845236,36.5
829665,816236,36.5
809996,818959,33.9
835992,818106,193.8
836961,814640,150
844379,819647,93.5
849129,844079,124
835848,819213,205
850236,825687,69.5
816376,836612,40
822503,816916,42
842507,837309,142.5
808904,813003,27.5
818989,816953,36.5
844324,807865,71
847605,818730,79
840022,816911,167
809814,826689,29
819270,838546,48
835735,834019,239.5
839758,844196,203
852003,830428,97
823527,834511,60
826332,841342,119
842651,837641,145
840021,818970,164
826779,832970,90.5
839679,829246,172
842372,815871,103.5
829500,840255,145
832150,821861,186
855177,836887,55.5
840483,824297,153
834193,843210,133.5
830865,830144,221.5
814367,827412,31
829155,827155,128
851325,829287,96
849306,804857,43
818980,836365,55.5
