X,Y,Rainfall
830607,814883,5.5
831226,815748,6.5
831790,813592,2
832306,816024,9
834419,812672,1
836209,814939,1.5
837298,815215,1
837130,813918,2.5
838742,816479,0.5
832977,815184,7
833301,815740,6.5
842086,813774,1
840267,808547,1.5
833767,814303,13
834950,814765,9
840253,815878,0.5
841655,815228,0.5
833516,811763,0.5
834934,811542,0
835927,812499,1.5
833447,816657,4
840826,811961,1.5
843747,810697,72.5
844036,814088,1.5
837669,811296,1
836346,819525,1.5
836480,822656,11
841188,819957,5
841237,821549,3.5
842912,817594,0
834530,822371,1
838661,823562,12
842255,818602,0.5
838209,821503,6
832392,820905,6
835336,824813,4.5
838019,827550,13
831354,826091,10
831444,822913,11
832596,839416,66.5
832387,824958,5
814598,828219,50
843344,822264,5
839925,830675,27.5
824255,825495,92
827699,821980,42.5
820220,834088,99.5
852916,826527,25.5
845889,827047,15
845360,819890,1
811397,815539,236
817992,814038,76.5
805560,811362,62.5
849044,816943,0.5
811431,813837,183.5
811987,810236,85
817864,819365,94
821182,821563,53.5
821936,816232,25
820958,807601,69
831596,807431,0
811005,831653,74.5
815827,830636,46.5
846409,817465,0.5
820392,825596,109.5
821645,829722,74.5
823229,837363,10
830245,842003,62.5
833331,835601,53.5
829768,832255,47
828849,829689,33
828954,826520,51.5
828714,824832,54.5
832828,827280,4.5
836677,832233,22.5
837167,825730,6
840187,826944,7
842933,831863,23
839249,835337,12.5
843039,840715,3
844657,831931,13
848830,828393,23.5
812303,825370,94.5
844960,826228,12.5
844117,802763,5.5
851547,835422,0
804276,812600,93
828872,839303,86.5
820783,806952,77.5
829297,823224,32.5
829665,816236,10
809996,818959,157.2
835992,818106,1.2
836961,814640,2
844379,819647,1.5
830495,832602,49.5
835848,819213,1.3
850236,825687,19.5
829229,809714,0.5
816376,836612,52
822503,816916,19.5
842507,837309,1.5
856304,824741,11.4
808904,813003,75
818989,816953,33.5
844324,807865,37.5
847605,818730,0.5
840022,816911,0
809814,826689,87.5
819270,838546,23
835735,834019,50
839758,844196,14
852003,830428,1.5
826332,841342,74
842651,837641,0
840021,818970,1
826779,832970,54.5
842372,815871,0
808447,816935,173
829500,840255,69.5
832150,821861,5
855177,836887,0
840483,824297,14
834193,843210,9
830865,830144,24
814367,827412,61.5
829155,827155,39
851325,829287,8.5
834013,813932,9
849306,804857,10.5
818980,836365,76
