X,Y,Rainfall
830607,814883,95
831226,815748,90
831790,813592,96
832306,816024,84
834419,812672,70.5
836209,814939,56.5
837298,815215,48
837130,813918,63
838742,816479,67
832977,815184,83.5
833301,815740,92.5
842086,813774,74
840267,808547,89
833767,814303,77
834950,814765,60.5
840253,815878,49.5
841655,815228,69
833516,811763,63
834934,811542,62.5
835927,812499,60
833447,816657,59
840826,811961,83
843747,810697,74.5
844036,814088,66.5
836346,819525,30
836480,822656,43
841188,819957,57
841237,821549,44.5
842912,817594,44.5
834530,822371,47
838661,823562,47
842255,818602,59
838209,821503,43
832392,820905,48.5
835336,824813,47
838019,827550,57.5
831354,826091,65.5
831444,822913,55
832596,839416,64
832387,824958,53.5
814598,828219,12.5
843344,822264,46.5
839925,830675,81.5
824255,825495,35
827699,821980,40
820220,834088,9.5
852916,826527,42.5
830856,830180,64
845889,827047,73
845360,819890,44
811397,815539,48.5
817992,814038,66
805560,811362,42.5
849044,816943,66
811431,813837,67
811987,810236,36.5
817864,819365,37.5
821182,821563,33
821936,816232,91
820958,807601,93
831596,807431,104
811005,831653,13.5
815827,830636,9
846409,817465,65.5
820392,825596,48
821645,829722,41
823229,837363,15.5
830245,842003,47.5
833331,835601,56
829768,832255,52.5
828849,829689,62.5
828954,826520,48.5
828714,824832,46.5
832828,827280,72
836677,832233,114
837167,825730,40
840187,826944,55.5
842933,831863,90.5
839249,835337,127
843039,840715,208
844657,831931,91
848830,828393,86
812303,825370,20.5
844960,826228,78.5
844117,802763,71.5
851547,835422,144
804276,812600,50
828872,839303,38
820783,806952,78.5
829297,823224,38
829665,816236,48.5
809996,818959,28.7
835992,818106,47.1
836961,814640,55
844379,819647,47
849129,844079,228
830495,832602,45
835848,819213,43.3
850236,825687,47
829229,809714,74.5
816376,836612,10.5
822503,816916,78
842507,837309,139.5
856304,824741,22.8
808904,813003,45
818989,816953,84.5
847605,818730,52
840022,816911,60.5
809814,826689,17.5
819270,838546,12
835735,834019,75
839758,844196,121
823527,834511,24
826332,841342,22.5
842651,837641,150.5
826779,832970,49
839679,829246,63
842372,815871,57
808447,816935,28
829500,840255,38.5
832150,821861,50.5
855177,836887,122.5
840483,824297,46.5
834193,843210,51
830865,830144,56.5
814367,827412,12
829155,827155,43
834013,813932,66.5
849306,804857,59.5
818980,836365,8
