X,Y,Rainfall
831226,815748,106
831790,813592,80.5
832306,816024,119
834419,812672,100.5
836209,814939,120
837298,815215,108
837130,813918,98.5
832977,815184,117.5
842086,813774,91
833767,814303,119
834950,814765,115.5
840253,815878,110
833516,811763,97
834934,811542,80.5
835927,812499,88.5
833447,816657,111
843747,810697,68.5
844036,814088,82
836346,819525,128.5
836480,822656,137.5
841188,819957,114.5
841237,821549,110.5
834530,822371,123
838661,823562,137
842255,818602,112
838209,821503,125.5
832392,820905,133.5
835336,824813,150.5
831354,826091,153.5
832596,839416,152.5
832387,824958,157.5
814598,828219,158.5
843344,822264,126
839925,830675,158.5
824255,825495,152.5
827699,821980,154.5
820220,834088,150.5
852916,826527,96
830856,830180,203.5
845889,827047,102.5
845360,819890,93
817992,814038,197
805560,811362,161.5
849044,816943,64
811987,810236,146.5
817864,819365,195
821182,821563,137
821936,816232,104.5
820958,807601,110
831596,807431,86.5
811005,831653,192
815827,830636,161
846409,817465,75
820392,825596,156.5
823229,837363,123.5
830245,842003,118.5
833331,835601,170.5
829768,832255,178.5
828849,829689,211.5
828954,826520,199.5
828714,824832,196.5
832828,827280,186.5
836677,832233,180.5
837167,825730,173
840187,826944,143
842933,831863,137.5
843039,840715,152.5
844657,831931,190
848830,828393,84
812303,825370,169.5
844960,826228,128
844117,802763,29
820783,806952,91.5
829297,823224,141.5
809996,818959,146.1
835992,818106,115
844379,819647,87.5
849129,844079,99.5
835848,819213,106.5
816376,836612,109.5
822503,816916,124.5
842507,837309,120
818989,816953,174
844324,807865,39
840022,816911,97
809814,826689,167.5
819270,838546,111
835735,834019,149.5
839758,844196,132.5
852003,830428,73.5
823527,834511,101.5
826332,841342,115
842651,837641,85
826779,832970,120
839679,829246,147
808447,816935,102
829500,840255,115.5
855177,836887,75
840483,824297,126
834193,843210,120.5
830865,830144,183.5
851325,829287,69.5
834013,813932,101
849306,804857,29.5
