X,Y,Rainfall
830607,814883,68.5
831226,815748,86
831790,813592,35.5
832306,816024,67
834419,812672,29.5
836209,814939,31.5
837298,815215,30.5
837130,813918,23.5
838742,816479,37
832977,815184,46
833301,815740,54.5
840267,808547,15
833767,814303,42
840253,815878,32.5
841655,815228,46.5
833516,811763,28.5
834934,811542,17
835927,812499,16.5
833447,816657,55.5
840826,811961,29.5
843747,810697,10
844036,814088,28
836346,819525,71.5
836480,822656,156
841188,819957,48
841237,821549,87
834530,822371,177
838661,823562,163
842255,818602,46
838209,821503,124.5
832392,820905,171.5
835336,824813,217.5
838019,827550,199.5
831354,826091,213.5
831444,822913,206
832596,839416,119
832387,824958,206.5
814598,828219,110
843344,822264,80
839925,830675,186.5
824255,825495,161.5
827699,821980,189.5
820220,834088,103
852916,826527,109.5
830856,830180,177.5
845889,827047,160.5
845360,819890,81
811397,815539,148.5
817992,814038,125
805560,811362,120
849044,816943,20.5
811431,813837,148.5
811987,810236,123
817864,819365,185
821182,821563,220.5
821936,816232,124
820958,807601,61.5
831596,807431,16.5
811005,831653,85
815827,830636,100
846409,817465,45
820392,825596,144.5
821645,829722,162
823229,837363,109.5
830245,842003,143.5
833331,835601,158
829768,832255,162
828849,829689,192
828954,826520,180
828714,824832,192
832828,827280,213
836677,832233,170
837167,825730,190
840187,826944,182
842933,831863,181
839249,835337,153.5
843039,840715,112.5
844657,831931,197
848830,828393,174.5
812303,825370,116.5
844960,826228,158
844117,802763,18.5
804276,812600,132
828872,839303,125
820783,806952,52.5
829297,823224,168.5
862130,845236,153.5
829665,816236,95.5
809996,818959,136.7
835992,818106,57
836961,814640,25
844379,819647,65
849129,844079,90.5
830495,832602,159.5
835848,819213,70
850236,825687,119
829229,809714,23
816376,836612,78.5
822503,816916,113
842507,837309,119.5
808904,813003,117.5
818989,816953,195.5
844324,807865,8.5
847605,818730,46
840022,816911,29
809814,826689,86.5
819270,838546,69
835735,834019,139
839758,844196,102
852003,830428,197
823527,834511,143
826332,841342,121
842651,837641,118
840021,818970,50
826779,832970,98.5
839679,829246,173
842372,815871,43
808447,816935,115
829500,840255,128
832150,821861,177
855177,836887,177.5
840483,824297,146
834193,843210,119
830865,830144,155
814367,827412,100
829155,827155,160.5
851325,829287,203
834013,813932,32.5
849306,804857,15
818980,836365,67
