X,Y,Rainfall
830607,814883,152.5
831226,815748,165.5
831790,813592,161
832306,816024,197
834419,812672,167
836209,814939,132.5
837298,815215,118
837130,813918,151.5
838742,816479,158.5
832977,815184,220
833301,815740,205
842086,813774,108.5
840267,808547,83
833767,814303,171
834950,814765,146
840253,815878,142.5
841655,815228,89
833516,811763,163
838069,811197,150
834934,811542,130
835927,812499,147
833447,816657,154
840826,811961,109.5
843747,810697,111.5
844036,814088,100
836346,819525,143
836480,822656,121.5
841237,821549,163
842912,817594,180.5
834530,822371,123
838661,823562,134.5
842255,818602,198
838209,821503,168.5
832392,820905,99
835336,824813,91.5
838019,827550,85.5
831444,822913,64.5
832596,839416,102.5
832387,824958,89.5
814598,828219,13
843344,822264,155.5
839925,830675,68.5
824255,825495,63
827699,821980,72.5
820220,834088,6.5
852916,826527,108
830856,830180,222
845889,827047,122.5
845360,819890,180
817992,814038,70
805560,811362,29.5
849044,816943,115.5
811431,813837,37
811987,810236,53.5
817864,819365,42.5
821182,821563,7.5
821936,816232,61.5
820958,807601,54.5
831596,807431,146
811005,831653,1.5
815827,830636,6
846409,817465,136.5
821645,829722,24.5
823229,837363,13
830245,842003,54.5
833331,835601,155
829768,832255,189.5
828849,829689,202.5
828954,826520,115
828714,824832,99.5
832828,827280,109.5
836677,832233,86
837167,825730,95.5
840187,826944,111
842933,831863,52.5
839249,835337,77.5
843039,840715,16.5
844657,831931,45.5
848830,828393,101
812303,825370,24
844960,826228,137
844117,802763,111
804276,812600,24.5
829297,823224,58.5
862130,845236,9
809996,818959,26.8
835992,818106,143.4
836961,814640,107
844379,819647,139
830495,832602,171.5
835848,819213,124.5
850236,825687,93.5
829229,809714,100.5
816376,836612,3
822503,816916,44.5
808904,813003,24
818989,816953,72
844324,807865,80.5
847605,818730,73.5
840022,816911,145
809814,826689,11.5
819270,838546,3
839758,844196,64.5
852003,830428,48.5
823527,834511,12
826332,841342,5
842651,837641,26.5
826779,832970,57
839679,829246,28
808447,816935,21
829500,840255,43
832150,821861,74.5
834193,843210,52
830865,830144,180
814367,827412,8.5
829155,827155,98.5
851325,829287,77.5
