X,Y,Rainfall
830607,814883,144.5
831226,815748,186.5
831790,813592,181.5
832306,816024,207
834419,812672,172
836209,814939,183.5
837298,815215,169.5
837130,813918,191
838742,816479,161.5
832977,815184,210
833301,815740,218
842086,813774,117
840267,808547,69
833767,814303,191.5
834950,814765,200.5
840253,815878,166
841655,815228,175
833516,811763,145
838069,811197,119
834934,811542,139
835927,812499,158
833447,816657,204
840826,811961,133.5
843747,810697,78.5
844036,814088,116
836346,819525,189.5
836480,822656,160.5
841188,819957,171.5
841237,821549,170
842912,817594,171
834530,822371,155.5
838661,823562,148
842255,818602,145
838209,821503,175.5
832392,820905,148
835336,824813,149
838019,827550,120
831354,826091,125
831444,822913,127
832596,839416,124.5
832387,824958,134
814598,828219,68.5
843344,822264,141
839925,830675,109.5
824255,825495,87
827699,821980,125
820220,834088,82
852916,826527,138.5
830856,830180,98.5
845889,827047,136
845360,819890,173
811397,815539,110.5
817992,814038,132.5
805560,811362,149
811431,813837,153
811987,810236,116.5
817864,819365,81.5
821182,821563,70
821936,816232,96.5
820958,807601,179.5
831596,807431,120.5
811005,831653,24
815827,830636,59.5
846409,817465,126.5
820392,825596,73
821645,829722,73.5
823229,837363,72
830245,842003,76.5
833331,835601,70.5
829768,832255,80
828849,829689,96.5
828954,826520,117.5
828714,824832,119
832828,827280,121.5
836677,832233,93
837167,825730,150
840187,826944,134
842933,831863,65
839249,835337,81
843039,840715,95.5
844657,831931,108.5
848830,828393,141.5
812303,825370,67.5
844960,826228,146
820783,806952,157.5
829297,823224,104.5
809996,818959,67.3
835992,818106,195.6
844379,819647,155.5
835848,819213,180
816376,836612,26
822503,816916,109
818989,816953,93
844324,807865,69
847605,818730,110
840022,816911,159
809814,826689,40.5
819270,838546,31
835735,834019,87.5
839758,844196,59.5
852003,830428,126
823527,834511,63.5
826332,841342,54.5
826779,832970,96
839679,829246,111
808447,816935,60.5
829500,840255,73.5
855177,836887,91.5
840483,824297,127.5
834193,843210,108.5
830865,830144,93.5
829155,827155,96.5
851325,829287,129.5
834013,813932,187
849306,804857,48.5
818980,836365,37.5
