X,Y,Rainfall
830607,814883,87.5
831226,815748,99.5
831790,813592,99
832306,816024,115.5
834419,812672,112.5
836209,814939,125
837298,815215,125.5
837130,813918,121.5
838742,816479,152.5
832977,815184,119.5
833301,815740,135
842086,813774,120
840267,808547,96.5
833767,814303,141
834950,814765,127
840253,815878,159.5
841655,815228,126
833516,811763,104.5
838069,811197,102.5
834934,811542,119.5
835927,812499,129
833447,816657,120.5
840826,811961,129
843747,810697,135
844036,814088,128.5
836346,819525,156.5
836480,822656,202
841188,819957,142.5
841237,821549,134.5
842912,817594,118.5
834530,822371,148.5
838661,823562,181.5
842255,818602,109
838209,821503,178
832392,820905,123
835336,824813,191
838019,827550,181.5
831354,826091,138
831444,822913,130.5
832596,839416,127
832387,824958,143
814598,828219,39
843344,822264,125.5
839925,830675,160.5
824255,825495,128
827699,821980,113.5
820220,834088,80
852916,826527,139
830856,830180,154.5
845889,827047,118.5
845360,819890,122.5
811397,815539,65.5
817992,814038,37.5
805560,811362,102.5
849044,816943,123.5
811431,813837,81
811987,810236,57
817864,819365,37.5
821182,821563,62
821936,816232,51
820958,807601,38.5
831596,807431,109.5
811005,831653,45
815827,830636,45.5
846409,817465,131.5
820392,825596,75.5
821645,829722,97.5
823229,837363,120
830245,842003,107.5
833331,835601,136.5
829768,832255,124
828849,829689,144
828954,826520,120.5
828714,824832,102
832828,827280,157.5
836677,832233,169
837167,825730,205
840187,826944,142.5
842933,831863,148
839249,835337,154
843039,840715,162
844657,831931,155.5
848830,828393,145.5
812303,825370,44
844960,826228,138
844117,802763,117.5
820783,806952,30.5
829297,823224,78.5
862130,845236,52.5
829665,816236,70
809996,818959,57.3
835992,818106,124.2
836961,814640,104
844379,819647,112
849129,844079,161.5
835848,819213,131.5
816376,836612,54.5
822503,816916,55
842507,837309,117.5
808904,813003,78.5
818989,816953,42
844324,807865,112
847605,818730,104
840022,816911,150.5
809814,826689,51.5
819270,838546,72
835735,834019,139.5
839758,844196,151
823527,834511,103.5
826332,841342,105.5
842651,837641,128
840021,818970,128
826779,832970,126.5
839679,829246,152
842372,815871,104.5
808447,816935,55.5
829500,840255,95.5
832150,821861,115.5
855177,836887,125
840483,824297,143.5
834193,843210,121
830865,830144,138
814367,827412,35.5
829155,827155,110.5
851325,829287,141
849306,804857,81
818980,836365,69.5
