X,Y,Rainfall
830607,814883,29.5
831226,815748,37.5
831790,813592,31
832306,816024,38.5
834419,812672,40
836209,814939,65
837298,815215,59
837130,813918,58.5
838742,816479,73.5
832977,815184,44
833301,815740,50.5
842086,813774,58.5
840267,808547,31.5
833767,814303,40.5
834950,814765,59.5
840253,815878,71
841655,815228,73.5
833516,811763,29.5
838069,811197,52.5
836346,819525,74.5
836480,822656,111.5
841188,819957,47
841237,821549,73
842912,817594,48.5
834530,822371,104.5
838661,823562,114
842255,818602,47.5
835336,824813,98.5
838019,827550,136.5
831354,826091,92
831444,822913,60.5
832596,839416,125
832387,824958,112
814598,828219,23.5
843344,822264,114
839925,830675,161.5
824255,825495,40.5
827699,821980,51
820220,834088,32.5
852916,826527,72
830856,830180,137.5
845889,827047,116.5
845360,819890,92
811397,815539,21
817992,814038,15
820783,806952,23.5
862130,845236,26.5
835992,818106,61.8
844379,819647,66.5
849129,844079,214.5
835848,819213,67
816376,836612,34.5
842507,837309,100
809814,826689,15
819270,838546,29.5
835735,834019,138.5
839758,844196,191.5
852003,830428,129
823527,834511,44
826332,841342,55.5
842651,837641,85.5
839679,829246,35
855177,836887,94
834193,843210,139
849306,804857,8.5
