X,Y,Rainfall
830607,814883,217.5
831226,815748,255
832306,816024,261.5
834419,812672,297.5
836209,814939,230.5
837298,815215,219.5
838742,816479,262.5
832977,815184,289.5
833301,815740,266.5
842086,813774,252.5
840267,808547,190
833767,814303,299
834950,814765,234
840253,815878,261.5
841655,815228,269
833516,811763,306
838069,811197,209
834934,811542,277.5
835927,812499,244.5
840826,811961,223.5
843747,810697,219.5
844036,814088,289
836346,819525,237
836480,822656,267
841188,819957,340
841237,821549,319.5
842912,817594,343
834530,822371,233
838661,823562,292.5
842255,818602,346.5
838209,821503,294.5
832392,820905,229.5
835336,824813,258
838019,827550,293.5
831354,826091,184
831444,822913,217
832596,839416,163
832387,824958,211.5
814598,828219,133
843344,822264,316.5
839925,830675,284.5
824255,825495,161
827699,821980,174.5
820220,834088,106.5
852916,826527,188
830856,830180,187
845889,827047,220
845360,819890,355.5
811397,815539,157.5
817992,814038,137.5
805560,811362,138
849044,816943,437
811431,813837,170
811987,810236,116
817864,819365,164.5
821182,821563,168.5
821936,816232,165.5
820958,807601,137.5
831596,807431,295
811005,831653,130
815827,830636,116
820392,825596,152.5
821645,829722,148
823229,837363,99.5
830245,842003,151
833331,835601,197
829768,832255,196
828849,829689,164.5
828954,826520,175
828714,824832,191.5
832828,827280,223.5
836677,832233,257.5
837167,825730,278
840187,826944,267
842933,831863,265.5
839249,835337,311.5
843039,840715,205
844657,831931,235
848830,828393,202.5
812303,825370,123
844960,826228,246.5
844117,802763,131.5
820783,806952,109
829297,823224,168.5
809996,818959,120.8
835992,818106,206.5
844379,819647,306
849129,844079,232
835848,819213,208
816376,836612,89
842507,837309,230
818989,816953,143.5
844324,807865,144
847605,818730,257.5
840022,816911,235
809814,826689,119
835735,834019,184.5
839758,844196,173
852003,830428,158
823527,834511,87.5
826332,841342,104.5
842651,837641,179.5
839679,829246,261
808447,816935,124.5
855177,836887,134.5
840483,824297,239
834193,843210,134.5
830865,830144,128.5
851325,829287,160
