X,Y,Rainfall
830607,814883,133.5
831226,815748,139.5
831790,813592,150
832306,816024,144.5
834419,812672,245.5
836209,814939,210.5
837298,815215,200.5
837130,813918,203.5
838742,816479,197.5
832977,815184,165.5
833301,815740,160
842086,813774,217.5
840267,808547,247
833767,814303,177
834950,814765,189
840253,815878,227
841655,815228,226.5
833516,811763,249
838069,811197,206
836346,819525,137
836480,822656,131.5
841188,819957,166
841237,821549,157
834530,822371,132.5
838661,823562,134
842255,818602,195.5
835336,824813,118.5
838019,827550,124.5
831354,826091,115
831444,822913,113.5
832596,839416,265.5
832387,824958,121
843344,822264,159
839925,830675,114.5
824255,825495,101.5
827699,821980,126
820220,834088,76
852916,826527,234
830856,830180,128
845889,827047,154.5
845360,819890,206
811397,815539,95.5
817992,814038,140
862130,845236,78.5
835992,818106,120.3
849129,844079,101
816376,836612,46
818989,816953,118.5
847605,818730,167
840022,816911,187
809814,826689,61.5
819270,838546,46.5
835735,834019,80
839758,844196,292.5
852003,830428,164
823527,834511,56.5
826332,841342,60
842651,837641,58.5
839679,829246,106
855177,836887,76
834193,843210,255
851325,829287,181
