X,Y,Rainfall
830607,814883,291
831226,815748,302
831790,813592,267.5
832306,816024,332.5
834419,812672,346
836209,814939,447.5
837298,815215,374
837130,813918,467.5
838742,816479,397
832977,815184,335
833301,815740,340.5
842086,813774,460
833767,814303,322.5
841655,815228,414
833516,811763,314
838069,811197,394.5
836346,819525,317
836480,822656,241.5
841188,819957,370
842912,817594,414
838661,823562,305
842255,818602,385.5
835336,824813,255
838019,827550,269.5
831354,826091,267.5
832596,839416,127
832387,824958,244.5
843344,822264,375.5
827699,821980,185
820220,834088,133.5
830856,830180,380.5
845889,827047,258.5
845360,819890,342.5
811397,815539,201
817992,814038,159
835992,818106,325.7
842507,837309,119.5
818989,816953,150
840022,816911,331.5
809814,826689,95.5
835735,834019,208.5
839758,844196,130
842651,837641,180.5
