X,Y,Rainfall
830607,814883,85
831226,815748,90.5
831790,813592,104
832306,816024,116
834419,812672,84.5
836209,814939,97.5
837298,815215,102
837130,813918,102.5
838742,816479,106.5
832977,815184,124.5
833301,815740,131.5
842086,813774,86
840267,808547,63.5
833767,814303,107
834950,814765,98.5
840253,815878,111
841655,815228,131
833516,811763,80.5
834934,811542,86.5
835927,812499,92.5
833447,816657,113
840826,811961,62.5
843747,810697,66
844036,814088,72.5
836346,819525,124.5
836480,822656,184
841188,819957,134
841237,821549,157.5
842912,817594,151.5
834530,822371,179
838661,823562,192.5
842255,818602,129
838209,821503,151.5
832392,820905,149
838019,827550,246.5
831354,826091,254
831444,822913,187
832596,839416,100.5
832387,824958,220
814598,828219,163.5
843344,822264,168
839925,830675,298.5
824255,825495,247.5
827699,821980,221
820220,834088,61.5
852916,826527,379.5
845889,827047,234.5
845360,819890,194
811397,815539,116
817992,814038,175.5
805560,811362,19.5
849044,816943,155.5
811987,810236,94
817864,819365,156.5
821182,821563,202.5
821936,816232,201.5
820958,807601,115
831596,807431,100
811005,831653,57.5
815827,830636,118.5
846409,817465,177.5
820392,825596,172.5
821645,829722,129.5
823229,837363,55
830245,842003,59.5
833331,835601,144
829768,832255,149
828849,829689,243.5
828954,826520,273.5
828714,824832,269
832828,827280,269
836677,832233,218.5
837167,825730,230.5
840187,826944,244.5
842933,831863,341.5
839249,835337,180
843039,840715,191
844657,831931,386.5
848830,828393,291.5
812303,825370,169.5
844960,826228,254
844117,802763,117
851547,835422,317
804276,812600,98
828872,839303,68.5
820783,806952,89.5
829297,823224,188
829665,816236,96
809996,818959,142.9
835992,818106,120.2
836961,814640,88.5
844379,819647,158
849129,844079,155
830495,832602,133
835848,819213,123.3
850236,825687,211.5
829229,809714,73.5
816376,836612,49
822503,816916,172.5
842507,837309,148
856304,824741,324
808904,813003,107.5
818989,816953,158
844324,807865,87
840022,816911,99
809814,826689,146
819270,838546,60
835735,834019,154.5
839758,844196,109
823527,834511,88.5
826332,841342,56
842651,837641,165
840021,818970,109
839679,829246,273.5
842372,815871,119
808447,816935,109
829500,840255,60
832150,821861,151
840483,824297,180
834193,843210,58.5
830865,830144,192
814367,827412,144
829155,827155,229.5
851325,829287,263
834013,813932,89
849306,804857,57
818980,836365,51.5
