X,Y,Rainfall
830607,814883,185.5
831226,815748,189
832306,816024,177
834419,812672,189
836209,814939,156.5
837298,815215,134.5
837130,813918,154.5
838742,816479,155
832977,815184,185
833301,815740,186.5
842086,813774,147.5
840267,808547,141
833767,814303,211
834950,814765,173.5
840253,815878,146
841655,815228,159.5
833516,811763,187.5
838069,811197,121.5
836346,819525,182.5
836480,822656,150.5
841188,819957,136
841237,821549,137.5
842912,817594,154
834530,822371,139.5
838661,823562,119.5
842255,818602,153
835336,824813,117
838019,827550,89
831354,826091,97
831444,822913,140.5
832596,839416,56
832387,824958,131.5
814598,828219,159
843344,822264,121
839925,830675,67.5
824255,825495,103
827699,821980,127
820220,834088,93.5
852916,826527,74
830856,830180,89
845889,827047,71
845360,819890,142
811397,815539,182.5
817992,814038,180
820783,806952,190.5
862130,845236,32
809996,818959,154.5
835992,818106,161.2
844379,819647,141.5
849129,844079,38
835848,819213,159.5
816376,836612,118
842507,837309,40
818989,816953,128
840022,816911,137.5
809814,826689,178.5
835735,834019,41.5
839758,844196,36.5
842651,837641,39
826779,832970,41
839679,829246,71.5
808447,816935,309
855177,836887,53
834193,843210,33
851325,829287,67
849306,804857,127
