X,Y,Rainfall
830607,814883,190
831226,815748,179
831790,813592,168.5
832306,816024,186
834419,812672,187.5
836209,814939,197
837298,815215,192.5
837130,813918,203.5
838742,816479,186.5
832977,815184,205.5
833301,815740,197.5
842086,813774,236.5
840267,808547,221.5
833767,814303,175.5
834950,814765,207
840253,815878,184.5
841655,815228,205
833516,811763,193
834934,811542,196
835927,812499,210
833447,816657,172
840826,811961,255
843747,810697,230
844036,814088,180
836346,819525,176
836480,822656,162.5
841188,819957,178
841237,821549,183
842912,817594,182.5
834530,822371,146.5
838661,823562,179.5
842255,818602,178.5
838209,821503,186.5
832392,820905,147
835336,824813,122.5
838019,827550,95
831354,826091,93
831444,822913,126
832596,839416,85.5
832387,824958,91.5
814598,828219,77.5
843344,822264,189.5
839925,830675,103.5
824255,825495,75
827699,821980,104.5
820220,834088,90.5
852916,826527,123
845889,827047,130
845360,819890,165
811397,815539,101
817992,814038,133
805560,811362,124
849044,816943,200
811431,813837,106
811987,810236,140
817864,819365,86.5
821182,821563,86
821936,816232,154
820958,807601,170.5
831596,807431,223.5
811005,831653,64.5
815827,830636,83
846409,817465,188
820392,825596,83
821645,829722,86
823229,837363,96
830245,842003,102.5
833331,835601,109
829768,832255,96.5
828849,829689,126
828954,826520,91.5
828714,824832,83.5
832828,827280,95.5
836677,832233,111.5
837167,825730,117
840187,826944,100
839249,835337,101
843039,840715,78.5
844657,831931,100
848830,828393,122
812303,825370,71
844960,826228,149
844117,802763,272.5
851547,835422,69.5
804276,812600,74
828872,839303,89
820783,806952,155
829297,823224,84.5
862130,845236,14
829665,816236,156
809996,818959,41.1
835992,818106,173.6
836961,814640,176
844379,819647,157
830495,832602,84.5
835848,819213,165.8
850236,825687,107.5
829229,809714,170.5
816376,836612,71.5
822503,816916,106.5
842507,837309,80.5
856304,824741,144.3
808904,813003,97
818989,816953,117
844324,807865,186
840022,816911,167.5
809814,826689,62
819270,838546,85
835735,834019,90.5
839758,844196,75.5
823527,834511,93.5
826332,841342,92.5
842651,837641,88
840021,818970,156.5
826779,832970,84.5
839679,829246,87
842372,815871,166
808447,816935,41
829500,840255,91.5
832150,821861,120
840483,824297,144
834193,843210,80.5
814367,827412,71
829155,827155,80
851325,829287,102
849306,804857,199.5
818980,836365,79
