X,Y,Rainfall
830607,814883,140.5
831226,815748,150.5
831790,813592,122
832306,816024,152
834419,812672,85.5
836209,814939,120.5
837298,815215,111.5
837130,813918,94.5
838742,816479,122
832977,815184,139
833301,815740,150.5
842086,813774,68.5
840267,808547,44
833767,814303,133
834950,814765,129
840253,815878,120.5
841655,815228,113
833516,811763,73
838069,811197,47
834934,811542,72
835927,812499,79
833447,816657,154.5
840826,811961,52
843747,810697,43
844036,814088,74.5
836346,819525,215.5
836480,822656,188.5
841188,819957,206
841237,821549,201
842912,817594,123
834530,822371,212.5
838661,823562,188
842255,818602,140
838209,821503,204.5
832392,820905,205
835336,824813,228
838019,827550,194
831354,826091,156
831444,822913,215
832596,839416,159.5
832387,824958,162
814598,828219,214.5
843344,822264,191
839925,830675,236.5
824255,825495,184
827699,821980,178.5
820220,834088,213
852916,826527,151.5
830856,830180,216.5
845889,827047,176.5
845360,819890,130.5
811397,815539,158.5
817992,814038,180
849044,816943,57
811431,813837,179.5
811987,810236,183
817864,819365,147.5
821182,821563,147
821936,816232,212
820958,807601,131
831596,807431,112
811005,831653,124
815827,830636,197.5
820392,825596,160
821645,829722,265.5
823229,837363,114
830245,842003,95
833331,835601,268.5
828849,829689,222.5
828714,824832,157.5
832828,827280,182.5
836677,832233,241.5
837167,825730,212.5
840187,826944,195
842933,831863,256.5
839249,835337,215.5
843039,840715,124
844657,831931,256
848830,828393,185.5
812303,825370,171.5
844960,826228,188
844117,802763,24.5
820783,806952,108
829297,823224,136
862130,845236,74.5
829665,816236,151.5
809996,818959,140.8
835992,818106,178.3
844379,819647,115
835848,819213,195
816376,836612,98.5
822503,816916,148.5
818989,816953,166
844324,807865,33
847605,818730,92
840022,816911,114
809814,826689,172
819270,838546,96.5
835735,834019,228.5
839758,844196,123
852003,830428,222
823527,834511,241.5
826332,841342,62.5
842651,837641,151
826779,832970,240
839679,829246,205
808447,816935,110.5
829500,840255,105.5
840483,824297,173
834193,843210,104.5
830865,830144,180.5
829155,827155,143
851325,829287,187.5
834013,813932,117.5
849306,804857,17
818980,836365,97.5
