X,Y,Rainfall
830607,814883,120
831226,815748,133
831790,813592,138.5
832306,816024,139.5
834419,812672,165
836209,814939,202
837298,815215,193.5
837130,813918,191
838742,816479,197.5
833301,815740,143
842086,813774,177
840267,808547,149.5
833767,814303,187
834950,814765,180
840253,815878,193
841655,815228,194
833516,811763,142
838069,811197,138.5
836346,819525,139
836480,822656,361.5
841188,819957,214
841237,821549,209
842912,817594,227
834530,822371,430.5
838661,823562,333
842255,818602,242.5
835336,824813,501.5
838019,827550,587.5
831354,826091,445.5
831444,822913,362
832596,839416,175.5
832387,824958,507
814598,828219,142.5
843344,822264,230
839925,830675,798.5
824255,825495,379
827699,821980,277.5
820220,834088,190.5
852916,826527,328.5
830856,830180,486.5
845889,827047,357
811397,815539,141.5
817992,814038,117
820783,806952,84.5
809996,818959,118
835992,818106,148.8
844379,819647,282
835848,819213,142
816376,836612,152.5
818989,816953,123
844324,807865,152.5
847605,818730,185
840022,816911,167.5
809814,826689,130
819270,838546,141.5
835735,834019,409.5
839758,844196,129
839679,829246,609
834193,843210,123
849306,804857,161.5
