X,Y,Rainfall
830607,814883,235
831790,813592,254.5
834419,812672,297
836209,814939,245
837130,813918,295
838742,816479,229.5
832977,815184,244
833301,815740,255
842086,813774,317.5
840267,808547,285.5
833767,814303,270.5
834950,814765,269.5
840253,815878,259
841655,815228,302.5
833516,811763,302.5
834934,811542,305.5
835927,812499,310.5
840826,811961,367.5
843747,810697,273.5
844036,814088,324.5
836480,822656,156
841188,819957,198
841237,821549,183
834530,822371,164.5
838661,823562,165
842255,818602,232.5
838209,821503,173.5
832392,820905,162
835336,824813,176
838019,827550,153.5
831354,826091,149.5
831444,822913,170.5
832596,839416,238.5
832387,824958,149.5
814598,828219,162
843344,822264,200.5
839925,830675,158
824255,825495,128
827699,821980,138
820220,834088,183
852916,826527,269
830856,830180,150.5
845889,827047,171.5
845360,819890,224.5
811397,815539,163
817992,814038,154.5
805560,811362,236
849044,816943,242.5
811431,813837,185.5
811987,810236,154.5
817864,819365,134
821182,821563,119
821936,816232,149.5
820958,807601,322
831596,807431,319.5
811005,831653,250.5
815827,830636,154.5
846409,817465,265
820392,825596,166
821645,829722,174.5
823229,837363,200.5
830245,842003,244.5
833331,835601,245.5
829768,832255,229.5
828849,829689,169.5
828954,826520,124.5
828714,824832,130
832828,827280,154.5
836677,832233,183.5
837167,825730,90.5
840187,826944,152.5
842933,831863,184
839249,835337,245.5
843039,840715,338.5
844657,831931,171.5
848830,828393,171
812303,825370,153.5
844960,826228,183.5
844117,802763,244
804276,812600,211.5
828872,839303,202.5
820783,806952,295.5
829297,823224,120
829665,816236,181.5
835992,818106,203.7
836961,814640,257
844379,819647,209.5
830495,832602,195
835848,819213,198.9
850236,825687,217.5
816376,836612,173.5
822503,816916,121.5
842507,837309,228
856304,824741,341.5
808904,813003,189
818989,816953,141.5
844324,807865,207.5
847605,818730,231
840022,816911,209
809814,826689,145
819270,838546,195.5
835735,834019,171.5
839758,844196,300.5
852003,830428,195
823527,834511,165.5
826332,841342,196
842651,837641,238
826779,832970,196.5
839679,829246,143
842372,815871,253
808447,816935,152
829500,840255,203.5
832150,821861,156
855177,836887,208.5
840483,824297,145
834193,843210,209
814367,827412,141
829155,827155,114.5
851325,829287,215.5
834013,813932,234.5
818980,836365,183.5
