X,Y,Rainfall
830607,814883,1.5
831226,815748,20.5
831790,813592,34.5
832306,816024,47.5
834419,812672,71
836209,814939,90
837298,815215,74
837130,813918,105
838742,816479,130
832977,815184,63
833301,815740,58.5
842086,813774,167.5
840267,808547,143
833767,814303,70
834950,814765,87
840253,815878,174
841655,815228,212
833516,811763,53
834934,811542,63
835927,812499,80.5
833447,816657,26
840826,811961,155.5
843747,810697,197.5
844036,814088,93.5
836346,819525,41
841188,819957,115.5
841237,821549,94.5
842912,817594,109.5
834530,822371,31.5
838661,823562,40.5
842255,818602,143.5
838209,821503,49
832392,820905,29.5
835336,824813,36.5
838019,827550,59
831354,826091,2
831444,822913,0
832596,839416,0
832387,824958,1
814598,828219,38.5
843344,822264,115.5
839925,830675,40
824255,825495,0
827699,821980,5.5
820220,834088,1
852916,826527,0.5
830856,830180,1
845889,827047,9
845360,819890,80.5
811397,815539,0.5
817992,814038,0.5
805560,811362,1.5
849044,816943,49.5
811431,813837,0.5
811987,810236,5
821182,821563,0
821936,816232,1.5
820958,807601,13.5
831596,807431,28
811005,831653,61.5
815827,830636,1
846409,817465,92
820392,825596,0
821645,829722,0
823229,837363,0
830245,842003,0
833331,835601,23
829768,832255,0
828849,829689,0
828954,826520,0.5
828714,824832,0
832828,827280,3
836677,832233,22
837167,825730,28.5
840187,826944,28
842933,831863,3.5
839249,835337,1
843039,840715,0
844657,831931,2
848830,828393,9
812303,825370,4.5
844960,826228,41
844117,802763,158.5
851547,835422,0
804276,812600,2.5
828872,839303,0
820783,806952,11.5
829297,823224,11
862130,845236,0
829665,816236,1
809996,818959,4.5
835992,818106,57.6
836961,814640,104.5
844379,819647,70.5
849129,844079,0
830495,832602,0
835848,819213,44
850236,825687,1
829229,809714,20.5
816376,836612,3.5
822503,816916,1
842507,837309,0
856304,824741,0
808904,813003,6
818989,816953,15
844324,807865,201
847605,818730,55.5
840022,816911,131
809814,826689,12.5
819270,838546,1.5
835735,834019,5
839758,844196,0
852003,830428,0
823527,834511,0.5
826332,841342,0
842651,837641,0
840021,818970,0
826779,832970,0
842372,815871,150.5
808447,816935,0.5
829500,840255,0
832150,821861,6
855177,836887,0
834193,843210,0
830865,830144,1
814367,827412,33
829155,827155,0.5
851325,829287,0
834013,813932,69
849306,804857,92.5
818980,836365,2.5
