X,Y,Rainfall
830607,814883,214
831226,815748,196.5
831790,813592,263.5
832306,816024,172
834419,812672,270
836209,814939,213
837298,815215,167.5
838742,816479,133
832977,815184,171.5
833301,815740,169.5
842086,813774,131.5
840267,808547,79.5
833767,814303,254.5
840253,815878,136
841655,815228,149
833516,811763,207
838069,811197,136
834934,811542,194
835927,812499,245.5
840826,811961,159
843747,810697,98.5
844036,814088,116
836346,819525,101.5
836480,822656,93.5
841188,819957,97.5
841237,821549,78.5
842912,817594,126
834530,822371,92
838661,823562,87.5
842255,818602,120
838209,821503,86
832392,820905,112.5
835336,824813,57
838019,827550,50.5
831354,826091,36.5
831444,822913,82
832596,839416,18.5
832387,824958,44.5
814598,828219,9.5
843344,822264,86.5
839925,830675,39.5
824255,825495,20
827699,821980,57.5
820220,834088,5
852916,826527,112
830856,830180,32.5
845889,827047,62.5
845360,819890,146
811397,815539,3
817992,814038,74
849044,816943,82
811431,813837,27
811987,810236,11.5
817864,819365,15.5
821182,821563,15
821936,816232,99
820958,807601,60
831596,807431,77.5
811005,831653,5.5
815827,830636,5.5
846409,817465,109
820392,825596,22
821645,829722,21.5
823229,837363,8.5
830245,842003,34.5
833331,835601,16.5
828849,829689,32
828954,826520,30
828714,824832,29
832828,827280,36
836677,832233,24.5
837167,825730,59.5
840187,826944,71.5
842933,831863,39
839249,835337,21.5
843039,840715,25.5
844657,831931,40
848830,828393,72
812303,825370,9
844960,826228,69
844117,802763,20.5
820783,806952,41.5
829297,823224,46
862130,845236,41
829665,816236,139
809996,818959,5.5
835992,818106,109.4
844379,819647,116
835848,819213,102.5
816376,836612,9.5
822503,816916,74
842507,837309,10
818989,816953,41
847605,818730,109.5
840022,816911,122
809814,826689,1
819270,838546,17.5
835735,834019,24.5
839758,844196,44
852003,830428,55.5
823527,834511,8
826332,841342,33.5
842651,837641,24
826779,832970,11.5
839679,829246,41.5
808447,816935,3
829500,840255,23.5
855177,836887,37.5
840483,824297,63
834193,843210,29.5
830865,830144,26.5
851325,829287,58
849306,804857,15.5
818980,836365,7.5
