X,Y,Rainfall
830607,814883,99.5
831226,815748,86.5
831790,813592,97.5
832306,816024,81
834419,812672,83.5
836209,814939,74
837298,815215,78
837130,813918,79.5
838742,816479,84.5
832977,815184,77
833301,815740,76
842086,813774,75
840267,808547,82
833767,814303,86
834950,814765,82.5
840253,815878,76
841655,815228,75
833516,811763,92.5
834934,811542,86.5
835927,812499,76
833447,816657,59
840826,811961,57.5
843747,810697,61
844036,814088,70.5
837669,811296,75
836346,819525,77
836480,822656,120.5
841188,819957,120.5
841237,821549,112.5
842912,817594,93
834530,822371,101.5
838661,823562,152.5
842255,818602,92
838209,821503,108.5
832392,820905,98
835336,824813,133
838019,827550,128
831354,826091,86
831444,822913,98.5
832596,839416,110.5
832387,824958,113.5
814598,828219,76.5
843344,822264,129
839925,830675,134
824255,825495,82
827699,821980,89.5
820220,834088,103
852916,826527,220
830856,830180,116.5
845889,827047,150
845360,819890,103
811397,815539,223.5
817992,814038,86.5
805560,811362,308.5
849044,816943,79.5
811431,813837,257
811987,810236,208
817864,819365,116.5
821182,821563,71
821936,816232,92
820958,807601,175.5
831596,807431,113
811005,831653,70.5
815827,830636,71
820392,825596,76.5
821645,829722,90
823229,837363,98.5
830245,842003,134.5
833331,835601,121
829768,832255,180.5
828849,829689,167.5
828954,826520,107
828714,824832,86
832828,827280,151
836677,832233,177
837167,825730,157
840187,826944,157.5
842933,831863,109.5
839249,835337,123
843039,840715,126.5
844657,831931,114
848830,828393,257
812303,825370,91
844960,826228,156
844117,802763,86
851547,835422,171
804276,812600,270.5
828872,839303,118.5
820783,806952,123.5
829297,823224,59.5
829665,816236,70
809996,818959,175.5
835992,818106,81.8
836961,814640,72.5
844379,819647,85
849129,844079,86
830495,832602,147.5
835848,819213,81.9
850236,825687,240.5
829229,809714,101
822503,816916,71.5
856304,824741,50.6
808904,813003,228
818989,816953,91
844324,807865,43
847605,818730,76.5
840022,816911,58.5
809814,826689,103.5
819270,838546,91
835735,834019,126
839758,844196,121.5
823527,834511,126.5
826332,841342,124.5
842651,837641,114.5
840021,818970,76.5
826779,832970,137
839679,829246,126
842372,815871,56
808447,816935,133
829500,840255,114
832150,821861,84
855177,836887,89
840483,824297,141.5
834193,843210,94.5
830865,830144,110.5
814367,827412,63.5
829155,827155,97
851325,829287,251
834013,813932,72
849306,804857,23
818980,836365,101.5
