X,Y,Rainfall
830607,814883,147
831226,815748,138.5
831790,813592,134.5
832306,816024,91
836209,814939,158.5
837298,815215,159.5
832977,815184,131.5
833301,815740,53.5
842086,813774,213.5
840267,808547,101
833767,814303,131.5
834950,814765,143
840253,815878,164
841655,815228,183.5
833516,811763,147
838069,811197,144.5
834934,811542,160
835927,812499,166
833447,816657,141.5
840826,811961,201
844036,814088,194.5
836346,819525,105.5
836480,822656,120.5
834530,822371,112
842255,818602,137.5
838209,821503,144.5
832392,820905,87
835336,824813,131
838019,827550,150
831354,826091,155.5
832596,839416,197.5
832387,824958,125
814598,828219,218.5
843344,822264,187
824255,825495,197.5
827699,821980,246
820220,834088,183
852916,826527,148.5
845889,827047,138
845360,819890,143.5
811397,815539,126
817992,814038,139.5
805560,811362,105
849044,816943,140
811431,813837,149
811987,810236,116.5
817864,819365,191
821182,821563,188.5
821936,816232,165
820958,807601,112.5
831596,807431,90.5
811005,831653,98
815827,830636,200.5
846409,817465,147
820392,825596,212.5
821645,829722,258.5
823229,837363,144.5
830245,842003,160
833331,835601,263
829768,832255,268
828849,829689,270.5
828714,824832,166
832828,827280,161
836677,832233,189
837167,825730,135.5
840187,826944,131
842933,831863,191
839249,835337,218.5
843039,840715,197
844657,831931,193
848830,828393,171.5
812303,825370,204
844960,826228,145
844117,802763,114
820783,806952,100
829297,823224,150
862130,845236,37
809996,818959,134.8
835992,818106,114.4
844379,819647,132.5
850236,825687,151
816376,836612,81
808904,813003,106.5
818989,816953,202.5
844324,807865,96
847605,818730,118.5
840022,816911,138.5
809814,826689,141
819270,838546,105.5
839758,844196,174.5
823527,834511,193.5
826332,841342,108.5
842651,837641,195.5
826779,832970,290.5
839679,829246,160.5
842372,815871,168
829500,840255,179
855177,836887,158.5
834193,843210,150
814367,827412,183
829155,827155,209.5
851325,829287,169.5
818980,836365,138
