X,Y,Rainfall
830607,814883,178
831226,815748,199
831790,813592,232
832306,816024,208
834419,812672,180.5
836209,814939,260.5
837298,815215,236
837130,813918,139
838742,816479,278.5
832977,815184,204
833301,815740,216.5
842086,813774,274
840267,808547,194
833767,814303,151.5
834950,814765,223.5
840253,815878,279
841655,815228,303
833516,811763,160.5
838069,811197,229
834934,811542,161
835927,812499,191
833447,816657,185.5
840826,811961,236.5
843747,810697,246.5
844036,814088,0
836346,819525,263.5
836480,822656,315
841188,819957,281.5
841237,821549,353.5
842912,817594,324.5
834530,822371,264.5
838661,823562,327
842255,818602,335
838209,821503,295
832392,820905,252
835336,824813,329
838019,827550,355
831354,826091,288.5
832596,839416,217
832387,824958,293.5
814598,828219,119
824255,825495,182
827699,821980,215
820220,834088,151
852916,826527,168
845889,827047,221
845360,819890,375.5
811397,815539,223
817992,814038,209.5
805560,811362,119
849044,816943,378.5
811431,813837,220
811987,810236,160.5
817864,819365,199
821182,821563,170.5
821936,816232,159.5
820958,807601,175.5
831596,807431,183
811005,831653,111.5
815827,830636,135
846409,817465,391
820392,825596,170
821645,829722,158
823229,837363,270
830245,842003,276.5
833331,835601,346
829768,832255,362
828849,829689,309
828954,826520,270.5
828714,824832,230
832828,827280,301
836677,832233,358
837167,825730,314.5
840187,826944,355
842933,831863,231
839249,835337,227
843039,840715,225
844657,831931,197.5
848830,828393,203
812303,825370,152.5
844960,826228,268.5
844117,802763,214.5
820783,806952,147
829297,823224,173.5
862130,845236,147.5
809996,818959,204.4
835992,818106,248.4
844379,819647,313
835848,819213,234
816376,836612,110.5
822503,816916,125.5
808904,813003,165.5
818989,816953,164.5
844324,807865,214
847605,818730,292.5
840022,816911,264.5
809814,826689,137.5
819270,838546,170.5
835735,834019,332
839758,844196,218.5
852003,830428,161.5
823527,834511,235
826332,841342,250
842651,837641,155
826779,832970,288
839679,829246,303
808447,816935,153
829500,840255,276.5
855177,836887,128
840483,824297,325
834193,843210,170.5
830865,830144,261
829155,827155,231
851325,829287,172
834013,813932,189
849306,804857,155.5
818980,836365,141.5
