X,Y,Rainfall
830607,814883,135
831226,815748,166
831790,813592,148.5
832306,816024,187.5
834419,812672,177.5
836209,814939,254
837298,815215,287
837130,813918,266.5
838742,816479,324.5
832977,815184,190.5
833301,815740,199.5
842086,813774,269.5
840267,808547,243.5
833767,814303,189.5
834950,814765,242.5
840253,815878,296
841655,815228,278.5
833516,811763,164.5
834934,811542,170
835927,812499,201
833447,816657,206
840826,811961,272.5
843747,810697,254.5
844036,814088,226.5
837669,811296,232
836346,819525,304.5
836480,822656,261.5
841188,819957,300
841237,821549,286.5
842912,817594,251
834530,822371,256
838661,823562,323.5
842255,818602,246
838209,821503,268
832392,820905,230.5
835336,824813,284
838019,827550,312
831354,826091,204
831444,822913,224.5
832596,839416,278.5
832387,824958,236.5
814598,828219,99
843344,822264,268
839925,830675,279.5
824255,825495,141.5
827699,821980,175.5
820220,834088,126.5
852916,826527,128
845889,827047,216
845360,819890,255.5
811397,815539,125.5
817992,814038,83.5
849044,816943,185.5
811431,813837,120.5
811987,810236,63.5
817864,819365,111
821182,821563,97.5
821936,816232,82
820958,807601,78.5
831596,807431,114
811005,831653,84
815827,830636,108
846409,817465,218.5
820392,825596,120
821645,829722,135.5
823229,837363,139
830245,842003,241
833331,835601,322
829768,832255,277
828849,829689,236.5
828954,826520,203
828714,824832,194
836677,832233,280.5
837167,825730,329.5
840187,826944,310.5
842933,831863,249
839249,835337,237.5
843039,840715,256.5
844657,831931,223
848830,828393,195.5
812303,825370,110.5
844960,826228,228
844117,802763,184.5
851547,835422,169
804276,812600,49.5
816733,806068,59.5
828872,839303,245
820783,806952,56.5
829297,823224,156
862130,845236,124.5
809996,818959,122.8
835992,818106,266.7
836961,814640,239.5
844379,819647,211.5
849129,844079,123
830495,832602,248.5
835848,819213,283.6
850236,825687,123.5
829229,809714,89
816376,836612,94
822503,816916,62
842507,837309,182
856304,824741,100.2
808904,813003,92
818989,816953,84
847605,818730,200
840022,816911,263
809814,826689,103.5
819270,838546,118
835735,834019,300
839758,844196,253.5
823527,834511,139
826332,841342,204
842651,837641,192.5
840021,818970,240.5
826779,832970,187.5
839679,829246,265
842372,815871,219.5
808447,816935,67
829500,840255,242.5
832150,821861,213
840483,824297,316.5
834193,843210,230.5
816738,829812,112.8
830865,830144,251
814367,827412,96.5
829155,827155,183
851325,829287,194.5
834013,813932,169
849306,804857,132.5
818980,836365,108.5
