X,Y,Rainfall
830607,814883,83.5
831226,815748,116.5
831790,813592,90
832306,816024,130
834419,812672,131
836209,814939,187
837298,815215,158
837130,813918,191.5
838742,816479,175
832977,815184,142.5
833301,815740,126
842086,813774,158.5
840267,808547,181
833767,814303,130.5
840253,815878,177
841655,815228,179.5
833516,811763,120.5
838069,811197,146
836346,819525,156.5
836480,822656,180
841188,819957,138
841237,821549,151.5
842912,817594,169
834530,822371,172
838661,823562,195
842255,818602,162
835336,824813,207.5
838019,827550,216.5
831354,826091,99.5
831444,822913,163
832596,839416,135
832387,824958,206.5
814598,828219,121.5
843344,822264,191.5
839925,830675,199.5
824255,825495,78
827699,821980,155.5
820220,834088,115.5
852916,826527,139.5
845889,827047,148.5
811397,815539,173
817992,814038,161
820783,806952,96
835992,818106,127.6
844379,819647,143.5
849129,844079,126
835848,819213,128
842507,837309,157.5
818989,816953,117
844324,807865,153
847605,818730,134.5
840022,816911,148.5
809814,826689,102
819270,838546,76
835735,834019,186.5
839758,844196,155.5
826332,841342,55
839679,829246,150.5
855177,836887,62
834193,843210,131.5
